channel,config_name,fold,n_samples,yaw_exact_acc,pitch_exact_acc,yaw_circular_mae_deg,pitch_mae_deg,yaw_within_1_bins_rate,pitch_within_1_bins_rate,yaw_within_2_bins_rate,pitch_within_2_bins_rate,yaw_within_3_bins_rate,pitch_within_3_bins_rate,yaw_within_6_bins_rate,pitch_within_6_bins_rate,yaw_coarse_30deg_acc,yaw_coarse_45deg_acc,pitch_coarse_30deg_acc,pitch_coarse_45deg_acc,yaw_cmae_min,yaw_cmae_p25,yaw_cmae_median,yaw_cmae_p75,yaw_cmae_p90,yaw_cmae_max,yaw_cmae_mean,yaw_cmae_std
C2,L_logratio_3d,0,555,0.0,0.03783783783783784,57.34234234234235,53.16216216216216,0.06486486486486487,0.10990990990990991,0.12612612612612611,0.16756756756756758,0.13873873873873874,0.21621621621621623,0.35855855855855856,0.3441441441441441,0.14234234234234233,0.3027027027027027,0.1873873873873874,0.23963963963963963,5.0,30.0,40.0,90.0,120.0,180.0,57.34234234234234,41.623688572365715
C2,L_logratio_3d,1,555,0.0,0.03063063063063063,90.77477477477478,56.02702702702703,0.005405405405405406,0.07747747747747748,0.021621621621621623,0.12612612612612611,0.03783783783783784,0.16396396396396395,0.08108108108108109,0.3207207207207207,0.0,0.06846846846846846,0.11171171171171171,0.16396396396396395,5.0,50.0,70.0,132.5,168.0000000000001,180.0,90.77477477477477,49.82883941616427
C2,L_logratio_3d,2,518,0.0,0.03474903474903475,102.44208494208495,61.206563706563706,0.0,0.09266409266409266,0.005791505791505791,0.14671814671814673,0.005791505791505791,0.20463320463320464,0.04247104247104247,0.3687258687258687,0.015444015444015444,0.0,0.19498069498069498,0.22007722007722008,10.0,70.0,100.0,140.0,155.0,180.0,102.44208494208495,40.22585279044626
C2,L_logratio_3d,3,518,0.0,0.02895752895752896,38.851351351351354,44.55598455598456,0.06177606177606178,0.0888030888030888,0.12934362934362933,0.15444015444015444,0.20077220077220076,0.21428571428571427,0.41505791505791506,0.38803088803088803,0.2722007722007722,0.2722007722007722,0.19111969111969113,0.2702702702702703,5.0,20.0,40.0,55.0,65.0,105.0,38.851351351351354,21.162706418638766
C2,L_logratio_3d,4,518,0.0,0.02702702702702703,126.43822393822393,65.9073359073359,0.0,0.07915057915057915,0.0,0.13320463320463322,0.0019305019305019305,0.1891891891891892,0.0694980694980695,0.3861003861003861,0.0,0.0,0.16602316602316602,0.24324324324324326,15.0,100.0,135.0,165.0,175.0,180.0,126.43822393822394,45.65806950727679
C2,M1_ratio_log_5d,0,555,0.0,0.03423423423423423,61.261261261261254,52.5945945945946,0.03963963963963964,0.10270270270270271,0.055855855855855854,0.15495495495495495,0.05945945945945946,0.2036036036036036,0.27207207207207207,0.34594594594594597,0.05945945945945946,0.13153153153153152,0.18018018018018017,0.22342342342342342,5.0,30.0,50.0,95.0,115.0,180.0,61.26126126126126,37.46751426817967
C2,M1_ratio_log_5d,1,555,0.0,0.036036036036036036,87.14414414414414,57.65765765765765,0.0,0.08648648648648649,0.0,0.11711711711711711,0.02702702702702703,0.15315315315315314,0.12432432432432433,0.3261261261261261,0.0,0.09549549549549549,0.10270270270270271,0.15315315315315314,15.0,45.0,65.0,130.0,170.0,180.0,87.14414414414415,52.05157643965355
C2,M1_ratio_log_5d,2,518,0.0,0.03088803088803089,107.42277992277992,60.90733590733591,0.0,0.08687258687258688,0.017374517374517374,0.14092664092664092,0.017374517374517374,0.21621621621621623,0.03861003861003861,0.39575289575289574,0.02702702702702703,0.0,0.18532818532818532,0.2277992277992278,10.0,75.0,105.0,145.0,165.0,180.0,107.42277992277992,43.882178403780486
C2,M1_ratio_log_5d,3,518,0.0,0.02702702702702703,37.5,45.279922779922785,0.07142857142857142,0.08108108108108109,0.14285714285714285,0.13513513513513514,0.21428571428571427,0.19305019305019305,0.42857142857142855,0.37258687258687256,0.2857142857142857,0.2857142857142857,0.16602316602316602,0.2625482625482625,5.0,20.0,37.5,55.0,65.0,70.0,37.5,20.155644370746373
C2,M1_ratio_log_5d,4,518,0.0,0.025096525096525095,121.90154440154441,67.48069498069498,0.025096525096525095,0.07142857142857142,0.05019305019305019,0.11196911196911197,0.07335907335907337,0.15637065637065636,0.13320463320463322,0.34942084942084944,0.0,0.0,0.16216216216216217,0.21428571428571427,5.0,96.25,140.0,165.0,175.0,180.0,121.9015444015444,52.93512418170188
