method,degrade_level,geom,mode,select,record_id,yaw_true,yaw_err,q_deg_a010,covered_a010
neural,degraded-moderate,G1,joint,best,G1_yaw195_pitch+045,195.0,2.1384,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw120_pitch+075,120.0,1.5991,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw320_pitch+020,320.0,2.308,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw075_pitch-025,75.0,1.0836,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw230_pitch-035,230.0,1.5088,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw015_pitch+010,15.0,0.9442,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw285_pitch-040,285.0,2.7822,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw145_pitch-030,145.0,1.7905,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw020_pitch-060,20.0,4.9884,3.3481,0
neural,degraded-moderate,G1,joint,best,G1_yaw160_pitch-055,160.0,0.6597,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw145_pitch+090,145.0,6.8247,3.3481,0
neural,degraded-moderate,G1,joint,best,G1_yaw060_pitch+065,60.0,0.5508,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw150_pitch-075,150.0,5.8847,3.3481,0
neural,degraded-moderate,G1,joint,best,G1_yaw175_pitch+015,175.0,1.0839,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw330_pitch-055,330.0,1.6744,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw325_pitch-050,325.0,0.8185,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw145_pitch-035,145.0,2.4825,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw095_pitch+005,95.0,2.1644,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw020_pitch+085,20.0,3.6737,3.3481,0
neural,degraded-moderate,G1,joint,best,G1_yaw095_pitch+050,95.0,0.5671,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw325_pitch+055,325.0,0.6858,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw145_pitch+035,145.0,5.6324,3.3481,0
neural,degraded-moderate,G1,joint,best,G1_yaw285_pitch+005,285.0,0.5593,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw040_pitch-005,40.0,0.252,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw165_pitch-020,165.0,0.7505,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw000_pitch+040,0.0,5.2813,3.3481,0
neural,degraded-moderate,G1,joint,best,G1_yaw240_pitch+020,240.0,0.5703,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw185_pitch+000,185.0,3.2602,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw295_pitch-050,295.0,0.9829,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw130_pitch+050,130.0,0.0564,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw040_pitch-090,40.0,2.5095,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw035_pitch+005,35.0,1.2823,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw095_pitch+040,95.0,3.8852,3.3481,0
neural,degraded-moderate,G1,joint,best,G1_yaw320_pitch-055,320.0,5.6878,3.3481,0
neural,degraded-moderate,G1,joint,best,G1_yaw200_pitch-030,200.0,1.852,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw100_pitch+075,100.0,2.8893,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw065_pitch+075,65.0,0.8518,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw130_pitch+055,130.0,1.208,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw320_pitch+075,320.0,0.6233,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw335_pitch-085,335.0,2.1184,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw305_pitch+065,305.0,1.9185,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw310_pitch+005,310.0,0.1971,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw350_pitch-040,350.0,1.9203,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw000_pitch+030,0.0,2.192,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw015_pitch-030,15.0,2.777,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw025_pitch-065,25.0,1.7968,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw355_pitch-085,355.0,2.8325,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw270_pitch+035,270.0,3.4459,3.3481,0
neural,degraded-moderate,G1,joint,best,G1_yaw305_pitch+025,305.0,4.0624,3.3481,0
neural,degraded-moderate,G1,joint,best,G1_yaw145_pitch+000,145.0,9.7275,3.3481,0
neural,degraded-moderate,G1,joint,best,G1_yaw270_pitch-045,270.0,3.5383,3.3481,0
neural,degraded-moderate,G1,joint,best,G1_yaw180_pitch-005,180.0,2.1043,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw335_pitch-020,335.0,0.0357,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw265_pitch-090,265.0,7.6347,3.3481,0
neural,degraded-moderate,G1,joint,best,G1_yaw110_pitch+020,110.0,3.5342,3.3481,0
neural,degraded-moderate,G1,joint,best,G1_yaw350_pitch+070,350.0,0.9531,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw230_pitch-065,230.0,0.2361,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw115_pitch+065,115.0,2.5702,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw010_pitch-080,10.0,3.4064,3.3481,0
neural,degraded-moderate,G1,joint,best,G1_yaw130_pitch+030,130.0,3.1027,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw215_pitch-045,215.0,0.4104,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw120_pitch-030,120.0,0.8789,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw005_pitch+055,5.0,3.9449,3.3481,0
neural,degraded-moderate,G1,joint,best,G1_yaw125_pitch+035,125.0,0.3293,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw260_pitch+035,260.0,1.8819,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw200_pitch+010,200.0,2.2877,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw275_pitch+020,275.0,5.2198,3.3481,0
neural,degraded-moderate,G1,joint,best,G1_yaw180_pitch-070,180.0,1.6327,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw055_pitch+070,55.0,1.6217,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw065_pitch-075,65.0,0.4277,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw010_pitch-045,10.0,1.8525,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw270_pitch+070,270.0,1.3942,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw325_pitch+090,325.0,1.866,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw150_pitch+055,150.0,0.5599,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw205_pitch+045,205.0,0.7262,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw130_pitch-060,130.0,1.7575,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw280_pitch+055,280.0,2.8633,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw175_pitch-035,175.0,1.513,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw105_pitch+075,105.0,0.3229,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw340_pitch+075,340.0,0.3524,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw305_pitch+010,305.0,1.4032,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw240_pitch-015,240.0,3.066,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw220_pitch-030,220.0,0.9833,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw165_pitch+060,165.0,0.217,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw040_pitch-065,40.0,1.8434,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw305_pitch+015,305.0,0.3974,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw335_pitch-050,335.0,0.5834,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw330_pitch-090,330.0,3.9934,3.3481,0
neural,degraded-moderate,G1,joint,best,G1_yaw275_pitch-015,275.0,0.8767,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw045_pitch-050,45.0,1.1825,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw105_pitch-085,105.0,0.5856,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw300_pitch+070,300.0,1.0339,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw290_pitch+005,290.0,3.6667,3.3481,0
neural,degraded-moderate,G1,joint,best,G1_yaw355_pitch+045,355.0,1.3911,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw085_pitch+000,85.0,3.0485,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw090_pitch+015,90.0,2.7202,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw155_pitch-035,155.0,2.9498,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw000_pitch-035,0.0,1.5377,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw215_pitch-075,215.0,1.8439,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw090_pitch+085,90.0,1.2529,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw285_pitch-035,285.0,3.345,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw135_pitch-010,135.0,1.0744,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw140_pitch-015,140.0,2.6946,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw270_pitch+000,270.0,1.0357,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw245_pitch+065,245.0,0.6891,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw270_pitch-050,270.0,1.9186,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw180_pitch-090,180.0,2.5953,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw085_pitch-025,85.0,2.9102,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw355_pitch-045,355.0,0.5604,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw000_pitch+045,0.0,6.8167,3.3481,0
neural,degraded-moderate,G1,joint,best,G1_yaw050_pitch-055,50.0,2.4189,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw120_pitch+070,120.0,2.048,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw210_pitch+080,210.0,1.2097,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw050_pitch-005,50.0,1.4418,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw070_pitch-085,70.0,2.1555,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw170_pitch-065,170.0,1.4769,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw200_pitch+000,200.0,1.7391,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw180_pitch-040,180.0,0.3207,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw150_pitch+010,150.0,9.1786,3.3481,0
neural,degraded-moderate,G1,joint,best,G1_yaw330_pitch+055,330.0,1.4374,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw150_pitch+085,150.0,4.6888,3.3481,0
neural,degraded-moderate,G1,joint,best,G1_yaw100_pitch+045,100.0,2.6509,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw090_pitch+025,90.0,3.7139,3.3481,0
neural,degraded-moderate,G1,joint,best,G1_yaw065_pitch+070,65.0,1.6046,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw180_pitch+090,180.0,0.0787,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw065_pitch-090,65.0,0.5472,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw280_pitch+065,280.0,0.4309,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw280_pitch+080,280.0,0.4131,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw040_pitch+090,40.0,0.9226,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw035_pitch+080,35.0,1.5008,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw005_pitch+090,5.0,5.6565,3.3481,0
neural,degraded-moderate,G1,joint,best,G1_yaw345_pitch-040,345.0,2.5984,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw035_pitch+025,35.0,1.1296,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw115_pitch+015,115.0,0.0568,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw115_pitch-025,115.0,0.3912,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw220_pitch+065,220.0,0.2462,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw330_pitch+040,330.0,0.1789,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw170_pitch+050,170.0,0.0479,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw170_pitch+000,170.0,0.7134,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw045_pitch-005,45.0,1.0998,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw140_pitch+020,140.0,0.0786,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw190_pitch-065,190.0,0.6533,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw335_pitch-060,335.0,1.2545,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw315_pitch-015,315.0,2.2808,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw260_pitch-080,260.0,2.3963,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw270_pitch-030,270.0,0.2017,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw015_pitch+085,15.0,1.3787,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw105_pitch-025,105.0,3.793,3.3481,0
neural,degraded-moderate,G1,joint,best,G1_yaw250_pitch-010,250.0,0.2401,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw335_pitch+025,335.0,2.6692,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw335_pitch+040,335.0,0.5317,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw160_pitch+090,160.0,6.1382,3.3481,0
neural,degraded-moderate,G1,joint,best,G1_yaw045_pitch-010,45.0,0.8515,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw300_pitch-025,300.0,2.5943,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw255_pitch-015,255.0,2.072,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw240_pitch-025,240.0,0.7951,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw115_pitch+035,115.0,0.4537,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw040_pitch-075,40.0,1.1851,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw325_pitch-085,325.0,4.6448,3.3481,0
neural,degraded-moderate,G1,joint,best,G1_yaw270_pitch+030,270.0,2.2542,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw175_pitch+010,175.0,1.127,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw115_pitch+020,115.0,3.2504,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw135_pitch+030,135.0,3.7299,3.3481,0
neural,degraded-moderate,G1,joint,best,G1_yaw025_pitch-080,25.0,1.094,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw080_pitch+010,80.0,5.522,3.3481,0
neural,degraded-moderate,G1,joint,best,G1_yaw200_pitch-045,200.0,3.6378,3.3481,0
neural,degraded-moderate,G1,joint,best,G1_yaw195_pitch+050,195.0,1.9588,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw195_pitch+040,195.0,0.1326,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw220_pitch+030,220.0,1.5899,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw270_pitch+025,270.0,0.8159,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw265_pitch+040,265.0,3.5041,3.3481,0
neural,degraded-moderate,G1,joint,best,G1_yaw330_pitch-070,330.0,4.2112,3.3481,0
neural,degraded-moderate,G1,joint,best,G1_yaw250_pitch-060,250.0,4.0845,3.3481,0
neural,degraded-moderate,G1,joint,best,G1_yaw130_pitch+085,130.0,3.2639,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw210_pitch-050,210.0,0.8564,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw210_pitch-060,210.0,0.4485,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw280_pitch+010,280.0,2.1562,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw130_pitch-010,130.0,0.0651,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw165_pitch+025,165.0,1.3966,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw330_pitch-045,330.0,1.8281,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw025_pitch-030,25.0,0.3497,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw210_pitch+040,210.0,1.3958,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw280_pitch-080,280.0,3.9694,3.3481,0
neural,degraded-moderate,G1,joint,best,G1_yaw000_pitch+025,0.0,2.1374,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw215_pitch+090,215.0,2.1535,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw070_pitch-090,70.0,0.1996,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw250_pitch+015,250.0,1.513,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw180_pitch+070,180.0,0.7201,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw355_pitch-040,355.0,2.5992,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw080_pitch-050,80.0,0.8829,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw175_pitch-055,175.0,0.1778,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw245_pitch-085,245.0,1.4483,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw345_pitch+065,345.0,2.1403,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw015_pitch-020,15.0,2.8047,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw295_pitch+060,295.0,0.1938,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw315_pitch-035,315.0,2.3285,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw190_pitch+045,190.0,1.7288,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw310_pitch+070,310.0,0.0239,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw090_pitch-040,90.0,1.7911,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw265_pitch+085,265.0,0.9767,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw225_pitch-010,225.0,0.9004,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw290_pitch-060,290.0,2.8846,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw065_pitch+020,65.0,0.5477,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw315_pitch+040,315.0,0.3991,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw285_pitch+030,285.0,2.4455,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw155_pitch-075,155.0,3.5057,3.3481,0
neural,degraded-moderate,G1,joint,best,G1_yaw265_pitch-075,265.0,0.7571,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw195_pitch-025,195.0,1.6102,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw045_pitch-025,45.0,1.6934,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw210_pitch-070,210.0,0.5897,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw110_pitch+050,110.0,1.7484,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw245_pitch+050,245.0,1.7856,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw015_pitch+050,15.0,5.0498,3.3481,0
neural,degraded-moderate,G1,joint,best,G1_yaw230_pitch+015,230.0,0.1146,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw300_pitch+035,300.0,1.312,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw105_pitch-015,105.0,0.6341,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw070_pitch-045,70.0,2.8877,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw260_pitch-005,260.0,0.1325,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw300_pitch+060,300.0,3.5207,3.3481,0
neural,degraded-moderate,G1,joint,best,G1_yaw015_pitch-055,15.0,0.838,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw040_pitch+045,40.0,2.4363,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw295_pitch+090,295.0,5.3008,3.3481,0
neural,degraded-moderate,G1,joint,best,G1_yaw115_pitch-075,115.0,0.6839,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw055_pitch-010,55.0,0.6324,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw190_pitch+060,190.0,1.0705,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw010_pitch-040,10.0,0.9929,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw210_pitch-030,210.0,1.4292,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw190_pitch-020,190.0,0.0742,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw010_pitch+080,10.0,0.4831,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw065_pitch-080,65.0,1.1785,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw270_pitch-010,270.0,1.5279,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw150_pitch+035,150.0,6.8758,3.3481,0
neural,degraded-moderate,G1,joint,best,G1_yaw030_pitch-065,30.0,0.7266,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw325_pitch-090,325.0,1.6772,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw190_pitch-050,190.0,0.4645,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw295_pitch+080,295.0,0.6976,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw220_pitch-070,220.0,0.5495,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw185_pitch-060,185.0,1.188,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw310_pitch+060,310.0,0.3707,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw245_pitch+080,245.0,1.4158,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw045_pitch-070,45.0,0.1169,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw060_pitch-090,60.0,0.5946,3.3481,1
neural,degraded-moderate,G1,joint,best,G1_yaw125_pitch+060,125.0,1.2035,3.3481,1
neural,degraded-moderate,G1,joint,final,G1_yaw260_pitch-065,260.0,0.6058,4.0865,1
neural,degraded-moderate,G1,joint,final,G1_yaw300_pitch+055,300.0,1.9814,4.0865,1
neural,degraded-moderate,G1,joint,final,G1_yaw140_pitch+000,140.0,6.5552,4.0865,0
neural,degraded-moderate,G1,joint,final,G1_yaw165_pitch+055,165.0,3.6542,4.0865,1
neural,degraded-moderate,G1,joint,final,G1_yaw170_pitch-040,170.0,1.3391,4.0865,1
neural,degraded-moderate,G1,joint,final,G1_yaw315_pitch-020,315.0,2.8946,4.0865,1
neural,degraded-moderate,G1,joint,final,G1_yaw130_pitch+035,130.0,1.2322,4.0865,1
neural,degraded-moderate,G1,joint,final,G1_yaw020_pitch-005,20.0,5.471,4.0865,0
neural,degraded-moderate,G1,joint,final,G1_yaw255_pitch-005,255.0,1.9973,4.0865,1
neural,degraded-moderate,G1,joint,final,G1_yaw190_pitch-055,190.0,1.2157,4.0865,1
neural,degraded-moderate,G1,joint,final,G1_yaw345_pitch-080,345.0,2.2218,4.0865,1
neural,degraded-moderate,G1,joint,final,G1_yaw160_pitch-080,160.0,2.8829,4.0865,1
neural,degraded-moderate,G1,joint,final,G1_yaw320_pitch-020,320.0,0.2043,4.0865,1
neural,degraded-moderate,G1,joint,final,G1_yaw085_pitch+050,85.0,4.6867,4.0865,0
neural,degraded-moderate,G1,joint,final,G1_yaw015_pitch+020,15.0,1.1125,4.0865,1
neural,degraded-moderate,G1,joint,final,G1_yaw175_pitch-015,175.0,1.7061,4.0865,1
neural,degraded-moderate,G1,joint,final,G1_yaw320_pitch-065,320.0,0.4544,4.0865,1
neural,degraded-moderate,G1,joint,final,G1_yaw245_pitch+075,245.0,3.452,4.0865,1
neural,degraded-moderate,G1,joint,final,G1_yaw120_pitch+085,120.0,0.2949,4.0865,1
neural,degraded-moderate,G1,joint,final,G1_yaw085_pitch-060,85.0,1.1296,4.0865,1
neural,degraded-moderate,G1,joint,final,G1_yaw175_pitch+080,175.0,1.63,4.0865,1
neural,degraded-moderate,G1,joint,final,G1_yaw200_pitch+005,200.0,0.5974,4.0865,1
neural,degraded-moderate,G1,joint,final,G1_yaw160_pitch-070,160.0,0.289,4.0865,1
neural,degraded-moderate,G1,joint,final,G1_yaw135_pitch-080,135.0,0.729,4.0865,1
neural,degraded-moderate,G1,joint,final,G1_yaw250_pitch+080,250.0,2.0929,4.0865,1
neural,degraded-moderate,G1,joint,final,G1_yaw020_pitch+065,20.0,0.9868,4.0865,1
neural,degraded-moderate,G1,joint,final,G1_yaw320_pitch+005,320.0,1.6792,4.0865,1
neural,degraded-moderate,G1,joint,final,G1_yaw115_pitch-085,115.0,1.9433,4.0865,1
neural,degraded-moderate,G1,joint,final,G1_yaw325_pitch+010,325.0,2.7317,4.0865,1
neural,degraded-moderate,G1,joint,final,G1_yaw255_pitch+015,255.0,2.011,4.0865,1
neural,degraded-moderate,G1,joint,final,G1_yaw185_pitch+060,185.0,1.6154,4.0865,1
neural,degraded-moderate,G1,joint,final,G1_yaw280_pitch+030,280.0,0.5108,4.0865,1
neural,degraded-moderate,G1,joint,final,G1_yaw045_pitch-035,45.0,1.998,4.0865,1
neural,degraded-moderate,G1,joint,final,G1_yaw055_pitch+005,55.0,0.6849,4.0865,1
neural,degraded-moderate,G1,joint,final,G1_yaw110_pitch-055,110.0,1.3673,4.0865,1
neural,degraded-moderate,G1,joint,final,G1_yaw330_pitch-075,330.0,2.3332,4.0865,1
neural,degraded-moderate,G1,joint,final,G1_yaw310_pitch-020,310.0,4.0227,4.0865,1
neural,degraded-moderate,G1,joint,final,G1_yaw270_pitch+045,270.0,5.3931,4.0865,0
neural,degraded-moderate,G1,joint,final,G1_yaw095_pitch-020,95.0,3.3397,4.0865,1
neural,degraded-moderate,G1,joint,final,G1_yaw350_pitch-045,350.0,0.4352,4.0865,1
neural,degraded-moderate,G1,joint,final,G1_yaw010_pitch-010,10.0,1.0163,4.0865,1
neural,degraded-moderate,G1,joint,final,G1_yaw240_pitch+030,240.0,0.4844,4.0865,1
