geom,degrade_level,query_split,similarity,template_mode,stratum_type,stratum,n,top1_yaw_cmae,top1_yaw_hit@30
G1,degraded-moderate,test,cosine,clean-template,yaw_sector,180-270,69,74.4928,0.0
G1,degraded-moderate,test,cosine,clean-template,yaw_sector,270-360,84,155.7143,0.0
G1,degraded-moderate,test,cosine,clean-template,pitch_bin,+00..+45,72,89.2361,0.2361
G1,degraded-moderate,test,cosine,clean-template,pitch_bin,+45..+90,72,89.375,0.2083
G1,degraded-moderate,test,cosine,clean-template,pitch_bin,+90..+135,8,86.875,0.25
G1,degraded-moderate,test,cosine,clean-template,pitch_bin,-45..+00,72,91.9444,0.1806
G1,degraded-moderate,test,cosine,clean-template,pitch_bin,-90..-45,72,96.25,0.1528
G1,degraded-moderate,test,zscore-neg-L2,clean-template,yaw_sector,000-090,67,85.6716,0.2836
G1,degraded-moderate,test,zscore-neg-L2,clean-template,yaw_sector,090-180,76,82.7632,0.3289
G1,degraded-moderate,test,zscore-neg-L2,clean-template,yaw_sector,180-270,69,83.5507,0.2174
G1,degraded-moderate,test,zscore-neg-L2,clean-template,yaw_sector,270-360,84,84.881,0.25
G1,degraded-moderate,test,zscore-neg-L2,clean-template,pitch_bin,+00..+45,72,80.7639,0.3056
G1,degraded-moderate,test,zscore-neg-L2,clean-template,pitch_bin,+45..+90,72,88.6806,0.25
G1,degraded-moderate,test,zscore-neg-L2,clean-template,pitch_bin,+90..+135,8,64.375,0.25
G1,degraded-moderate,test,zscore-neg-L2,clean-template,pitch_bin,-45..+00,72,78.8889,0.2778
G1,degraded-moderate,test,zscore-neg-L2,clean-template,pitch_bin,-90..-45,72,90.6944,0.25
G3,degraded-moderate,val,neg-L2,matched-degraded,yaw_sector,000-090,59,38.5593,0.7458
G3,degraded-moderate,val,neg-L2,matched-degraded,yaw_sector,090-180,64,57.7344,0.5781
G3,degraded-moderate,val,neg-L2,matched-degraded,yaw_sector,180-270,70,56.7143,0.5429
G3,degraded-moderate,val,neg-L2,matched-degraded,yaw_sector,270-360,66,52.2727,0.6818
G3,degraded-moderate,val,neg-L2,matched-degraded,pitch_bin,+00..+45,63,60.1587,0.4921
G3,degraded-moderate,val,neg-L2,matched-degraded,pitch_bin,+45..+90,63,44.5238,0.7302
G3,degraded-moderate,val,neg-L2,matched-degraded,pitch_bin,+90..+135,7,44.2857,0.5714
G3,degraded-moderate,val,neg-L2,matched-degraded,pitch_bin,-45..+00,63,51.1905,0.6508
G3,degraded-moderate,val,neg-L2,matched-degraded,pitch_bin,-90..-45,63,51.746,0.6667
G3,degraded-moderate,val,cosine,matched-degraded,yaw_sector,000-090,59,78.3051,0.4746
G3,degraded-moderate,val,cosine,matched-degraded,yaw_sector,090-180,64,74.4531,0.5
G3,degraded-moderate,val,cosine,matched-degraded,yaw_sector,180-270,70,77.5714,0.4429
G3,degraded-moderate,val,cosine,matched-degraded,yaw_sector,270-360,66,82.9545,0.3788
G3,degraded-moderate,val,cosine,matched-degraded,pitch_bin,+00..+45,63,81.5873,0.4127
G3,degraded-moderate,val,cosine,matched-degraded,pitch_bin,+45..+90,63,69.0476,0.5397
G3,degraded-moderate,val,cosine,matched-degraded,pitch_bin,+90..+135,7,83.5714,0.4286
G3,degraded-moderate,val,cosine,matched-degraded,pitch_bin,-45..+00,63,80.0,0.4286
G3,degraded-moderate,val,cosine,matched-degraded,pitch_bin,-90..-45,63,82.1429,0.4127
G3,degraded-moderate,val,zscore-neg-L2,matched-degraded,yaw_sector,000-090,59,41.9492,0.7119
G3,degraded-moderate,val,zscore-neg-L2,matched-degraded,yaw_sector,090-180,64,51.0938,0.625
G3,degraded-moderate,val,zscore-neg-L2,matched-degraded,yaw_sector,180-270,70,58.2143,0.5429
G3,degraded-moderate,val,zscore-neg-L2,matched-degraded,yaw_sector,270-360,66,53.5606,0.6667
G3,degraded-moderate,val,zscore-neg-L2,matched-degraded,pitch_bin,+00..+45,63,61.0317,0.4921
G3,degraded-moderate,val,zscore-neg-L2,matched-degraded,pitch_bin,+45..+90,63,41.9048,0.746
G3,degraded-moderate,val,zscore-neg-L2,matched-degraded,pitch_bin,+90..+135,7,44.2857,0.5714
G3,degraded-moderate,val,zscore-neg-L2,matched-degraded,pitch_bin,-45..+00,63,56.1905,0.619
G3,degraded-moderate,val,zscore-neg-L2,matched-degraded,pitch_bin,-90..-45,63,47.9365,0.6825
G3,degraded-moderate,test,neg-L2,matched-degraded,yaw_sector,000-090,67,26.9403,0.806
G3,degraded-moderate,test,neg-L2,matched-degraded,yaw_sector,090-180,76,57.5658,0.6053
G3,degraded-moderate,test,neg-L2,matched-degraded,yaw_sector,180-270,69,59.7826,0.5072
G3,degraded-moderate,test,neg-L2,matched-degraded,yaw_sector,270-360,84,59.0476,0.5952
G3,degraded-moderate,test,neg-L2,matched-degraded,pitch_bin,+00..+45,72,59.3056,0.5694
G3,degraded-moderate,test,neg-L2,matched-degraded,pitch_bin,+45..+90,72,53.1944,0.625
G3,degraded-moderate,test,neg-L2,matched-degraded,pitch_bin,+90..+135,8,53.75,0.5
G3,degraded-moderate,test,neg-L2,matched-degraded,pitch_bin,-45..+00,72,47.4306,0.6667
G3,degraded-moderate,test,neg-L2,matched-degraded,pitch_bin,-90..-45,72,46.1111,0.6528
G3,degraded-moderate,test,cosine,matched-degraded,yaw_sector,000-090,67,62.9851,0.5522
G3,degraded-moderate,test,cosine,matched-degraded,yaw_sector,090-180,76,64.2105,0.5132
G3,degraded-moderate,test,cosine,matched-degraded,yaw_sector,180-270,69,89.4928,0.2899
G3,degraded-moderate,test,cosine,matched-degraded,yaw_sector,270-360,84,78.9286,0.4286
G3,degraded-moderate,test,cosine,matched-degraded,pitch_bin,+00..+45,72,72.0833,0.4444
G3,degraded-moderate,test,cosine,matched-degraded,pitch_bin,+45..+90,72,69.1667,0.4722
G3,degraded-moderate,test,cosine,matched-degraded,pitch_bin,+90..+135,8,68.75,0.5
G3,degraded-moderate,test,cosine,matched-degraded,pitch_bin,-45..+00,72,77.8472,0.4444
G3,degraded-moderate,test,cosine,matched-degraded,pitch_bin,-90..-45,72,77.5,0.4167
G3,degraded-moderate,test,zscore-neg-L2,matched-degraded,yaw_sector,000-090,67,27.0896,0.806
G3,degraded-moderate,test,zscore-neg-L2,matched-degraded,yaw_sector,090-180,76,60.0,0.5921
G3,degraded-moderate,test,zscore-neg-L2,matched-degraded,yaw_sector,180-270,69,57.3188,0.5217
G3,degraded-moderate,test,zscore-neg-L2,matched-degraded,yaw_sector,270-360,84,61.5476,0.5714
G3,degraded-moderate,test,zscore-neg-L2,matched-degraded,pitch_bin,+00..+45,72,57.2917,0.5833
G3,degraded-moderate,test,zscore-neg-L2,matched-degraded,pitch_bin,+45..+90,72,55.6944,0.6111
G3,degraded-moderate,test,zscore-neg-L2,matched-degraded,pitch_bin,+90..+135,8,53.75,0.5
G3,degraded-moderate,test,zscore-neg-L2,matched-degraded,pitch_bin,-45..+00,72,48.6806,0.6528
G3,degraded-moderate,test,zscore-neg-L2,matched-degraded,pitch_bin,-90..-45,72,47.6389,0.6389
G3,degraded-moderate,val,neg-L2,clean-template,yaw_sector,000-090,59,45.8475,0.678
G3,degraded-moderate,val,neg-L2,clean-template,yaw_sector,090-180,64,48.9062,0.6406
G3,degraded-moderate,val,neg-L2,clean-template,yaw_sector,180-270,70,56.2143,0.5714
G3,degraded-moderate,val,neg-L2,clean-template,yaw_sector,270-360,66,43.1061,0.7121
G3,degraded-moderate,val,neg-L2,clean-template,pitch_bin,+00..+45,63,56.9841,0.5556
G3,degraded-moderate,val,neg-L2,clean-template,pitch_bin,+45..+90,63,44.6032,0.7143
G3,degraded-moderate,val,neg-L2,clean-template,pitch_bin,+90..+135,7,85.0,0.4286
G3,degraded-moderate,val,neg-L2,clean-template,pitch_bin,-45..+00,63,34.127,0.7302
G3,degraded-moderate,val,neg-L2,clean-template,pitch_bin,-90..-45,63,55.0794,0.619
G3,degraded-moderate,val,cosine,clean-template,yaw_sector,000-090,59,75.1695,0.4915
G3,degraded-moderate,val,cosine,clean-template,yaw_sector,090-180,64,58.6719,0.5469
G3,degraded-moderate,val,cosine,clean-template,yaw_sector,180-270,70,84.4286,0.3714
G3,degraded-moderate,val,cosine,clean-template,yaw_sector,270-360,66,58.0303,0.6061
G3,degraded-moderate,val,cosine,clean-template,pitch_bin,+00..+45,63,80.4762,0.4286
G3,degraded-moderate,val,cosine,clean-template,pitch_bin,+45..+90,63,60.6349,0.5873
G3,degraded-moderate,val,cosine,clean-template,pitch_bin,+90..+135,7,64.2857,0.2857
G3,degraded-moderate,val,cosine,clean-template,pitch_bin,-45..+00,63,69.6032,0.5238
G3,degraded-moderate,val,cosine,clean-template,pitch_bin,-90..-45,63,66.746,0.4921
G3,degraded-moderate,val,zscore-neg-L2,clean-template,yaw_sector,000-090,59,45.8475,0.678
G3,degraded-moderate,val,zscore-neg-L2,clean-template,yaw_sector,090-180,64,49.375,0.6406
G3,degraded-moderate,val,zscore-neg-L2,clean-template,yaw_sector,180-270,70,55.7857,0.5714
G3,degraded-moderate,val,zscore-neg-L2,clean-template,yaw_sector,270-360,66,41.8939,0.7273
G3,degraded-moderate,val,zscore-neg-L2,clean-template,pitch_bin,+00..+45,63,57.6984,0.5556
G3,degraded-moderate,val,zscore-neg-L2,clean-template,pitch_bin,+45..+90,63,42.3016,0.7302
G3,degraded-moderate,val,zscore-neg-L2,clean-template,pitch_bin,+90..+135,7,85.0,0.4286
G3,degraded-moderate,val,zscore-neg-L2,clean-template,pitch_bin,-45..+00,63,34.0476,0.7302
G3,degraded-moderate,val,zscore-neg-L2,clean-template,pitch_bin,-90..-45,63,55.4762,0.619
G3,degraded-moderate,test,neg-L2,clean-template,yaw_sector,000-090,67,47.3134,0.6269
G3,degraded-moderate,test,neg-L2,clean-template,yaw_sector,090-180,76,52.2368,0.6316
G3,degraded-moderate,test,neg-L2,clean-template,yaw_sector,180-270,69,53.3333,0.5797
G3,degraded-moderate,test,neg-L2,clean-template,yaw_sector,270-360,84,48.869,0.6786
G3,degraded-moderate,test,neg-L2,clean-template,pitch_bin,+00..+45,72,52.5694,0.625
G3,degraded-moderate,test,neg-L2,clean-template,pitch_bin,+45..+90,72,61.1806,0.5694
G3,degraded-moderate,test,neg-L2,clean-template,pitch_bin,+90..+135,8,48.75,0.625
G3,degraded-moderate,test,neg-L2,clean-template,pitch_bin,-45..+00,72,44.4444,0.6528
G3,degraded-moderate,test,neg-L2,clean-template,pitch_bin,-90..-45,72,43.6806,0.6806
G3,degraded-moderate,test,cosine,clean-template,yaw_sector,000-090,67,70.0,0.4925
G3,degraded-moderate,test,cosine,clean-template,yaw_sector,090-180,76,70.0,0.5395
G3,degraded-moderate,test,cosine,clean-template,yaw_sector,180-270,69,83.1884,0.3913
G3,degraded-moderate,test,cosine,clean-template,yaw_sector,270-360,84,65.119,0.5357
G3,degraded-moderate,test,cosine,clean-template,pitch_bin,+00..+45,72,78.75,0.4444
G3,degraded-moderate,test,cosine,clean-template,pitch_bin,+45..+90,72,74.0972,0.5
G3,degraded-moderate,test,cosine,clean-template,pitch_bin,+90..+135,8,78.125,0.375
G3,degraded-moderate,test,cosine,clean-template,pitch_bin,-45..+00,72,59.1667,0.5694
G3,degraded-moderate,test,cosine,clean-template,pitch_bin,-90..-45,72,74.0278,0.4722
G3,degraded-moderate,test,zscore-neg-L2,clean-template,yaw_sector,000-090,67,49.7015,0.6119
G3,degraded-moderate,test,zscore-neg-L2,clean-template,yaw_sector,090-180,76,52.4342,0.6316
G3,degraded-moderate,test,zscore-neg-L2,clean-template,yaw_sector,180-270,69,54.4928,0.5652
G3,degraded-moderate,test,zscore-neg-L2,clean-template,yaw_sector,270-360,84,46.9643,0.6905
G3,degraded-moderate,test,zscore-neg-L2,clean-template,pitch_bin,+00..+45,72,52.5694,0.625
G3,degraded-moderate,test,zscore-neg-L2,clean-template,pitch_bin,+45..+90,72,65.0694,0.5417
G3,degraded-moderate,test,zscore-neg-L2,clean-template,pitch_bin,+90..+135,8,43.75,0.625
G3,degraded-moderate,test,zscore-neg-L2,clean-template,pitch_bin,-45..+00,72,40.4167,0.6806
G3,degraded-moderate,test,zscore-neg-L2,clean-template,pitch_bin,-90..-45,72,45.6944,0.6667
G5,degraded-moderate,val,neg-L2,matched-degraded,yaw_sector,000-090,59,36.3559,0.7966
G5,degraded-moderate,val,neg-L2,matched-degraded,yaw_sector,090-180,64,27.5,0.8281
G5,degraded-moderate,val,neg-L2,matched-degraded,yaw_sector,180-270,70,40.4286,0.7571
G5,degraded-moderate,val,neg-L2,matched-degraded,yaw_sector,270-360,66,42.6515,0.7273
G5,degraded-moderate,val,neg-L2,matched-degraded,pitch_bin,+00..+45,63,47.619,0.6984
G5,degraded-moderate,val,neg-L2,matched-degraded,pitch_bin,+45..+90,63,45.0,0.746
G5,degraded-moderate,val,neg-L2,matched-degraded,pitch_bin,+90..+135,7,100.7143,0.4286
G5,degraded-moderate,val,neg-L2,matched-degraded,pitch_bin,-45..+00,63,25.873,0.8413
G5,degraded-moderate,val,neg-L2,matched-degraded,pitch_bin,-90..-45,63,21.9048,0.8571
G5,degraded-moderate,val,cosine,matched-degraded,yaw_sector,000-090,59,60.9322,0.6441
G5,degraded-moderate,val,cosine,matched-degraded,yaw_sector,090-180,64,38.3594,0.75
G5,degraded-moderate,val,cosine,matched-degraded,yaw_sector,180-270,70,68.5714,0.5857
G5,degraded-moderate,val,cosine,matched-degraded,yaw_sector,270-360,66,39.7727,0.7273
G5,degraded-moderate,val,cosine,matched-degraded,pitch_bin,+00..+45,63,69.5238,0.5556
G5,degraded-moderate,val,cosine,matched-degraded,pitch_bin,+45..+90,63,56.5873,0.6667
G5,degraded-moderate,val,cosine,matched-degraded,pitch_bin,+90..+135,7,51.4286,0.7143
G5,degraded-moderate,val,cosine,matched-degraded,pitch_bin,-45..+00,63,33.6508,0.7937
G5,degraded-moderate,val,cosine,matched-degraded,pitch_bin,-90..-45,63,48.4127,0.6825
G5,degraded-moderate,val,zscore-neg-L2,matched-degraded,yaw_sector,000-090,59,35.9322,0.7966
G5,degraded-moderate,val,zscore-neg-L2,matched-degraded,yaw_sector,090-180,64,26.1719,0.8438
G5,degraded-moderate,val,zscore-neg-L2,matched-degraded,yaw_sector,180-270,70,45.1429,0.7143
G5,degraded-moderate,val,zscore-neg-L2,matched-degraded,yaw_sector,270-360,66,37.7273,0.7576
G5,degraded-moderate,val,zscore-neg-L2,matched-degraded,pitch_bin,+00..+45,63,43.4921,0.7302
G5,degraded-moderate,val,zscore-neg-L2,matched-degraded,pitch_bin,+45..+90,63,47.2222,0.7143
G5,degraded-moderate,val,zscore-neg-L2,matched-degraded,pitch_bin,+90..+135,7,75.7143,0.5714
G5,degraded-moderate,val,zscore-neg-L2,matched-degraded,pitch_bin,-45..+00,63,25.9524,0.8413
G5,degraded-moderate,val,zscore-neg-L2,matched-degraded,pitch_bin,-90..-45,63,24.8413,0.8413
G5,degraded-moderate,test,neg-L2,matched-degraded,yaw_sector,000-090,67,33.209,0.8209
G5,degraded-moderate,test,neg-L2,matched-degraded,yaw_sector,090-180,76,32.3684,0.7632
G5,degraded-moderate,test,neg-L2,matched-degraded,yaw_sector,180-270,69,34.6377,0.7826
G5,degraded-moderate,test,neg-L2,matched-degraded,yaw_sector,270-360,84,38.0952,0.7619
G5,degraded-moderate,test,neg-L2,matched-degraded,pitch_bin,+00..+45,72,32.9167,0.7778
G5,degraded-moderate,test,neg-L2,matched-degraded,pitch_bin,+45..+90,72,49.4444,0.6944
G5,degraded-moderate,test,neg-L2,matched-degraded,pitch_bin,+90..+135,8,0.625,1.0
G5,degraded-moderate,test,neg-L2,matched-degraded,pitch_bin,-45..+00,72,32.1528,0.8056
G5,degraded-moderate,test,neg-L2,matched-degraded,pitch_bin,-90..-45,72,28.125,0.8194
G5,degraded-moderate,test,cosine,matched-degraded,yaw_sector,000-090,67,67.7612,0.6119
G5,degraded-moderate,test,cosine,matched-degraded,yaw_sector,090-180,76,43.6184,0.7105
G5,degraded-moderate,test,cosine,matched-degraded,yaw_sector,180-270,69,50.1449,0.6667
G5,degraded-moderate,test,cosine,matched-degraded,yaw_sector,270-360,84,50.5357,0.6667
G5,degraded-moderate,test,cosine,matched-degraded,pitch_bin,+00..+45,72,45.9028,0.7083
G5,degraded-moderate,test,cosine,matched-degraded,pitch_bin,+45..+90,72,51.875,0.6667
G5,degraded-moderate,test,cosine,matched-degraded,pitch_bin,+90..+135,8,55.0,0.625
G5,degraded-moderate,test,cosine,matched-degraded,pitch_bin,-45..+00,72,46.7361,0.6944
G5,degraded-moderate,test,cosine,matched-degraded,pitch_bin,-90..-45,72,65.4861,0.5972
G5,degraded-moderate,test,zscore-neg-L2,matched-degraded,yaw_sector,000-090,67,30.597,0.8358
G5,degraded-moderate,test,zscore-neg-L2,matched-degraded,yaw_sector,090-180,76,31.1184,0.7763
G5,degraded-moderate,test,zscore-neg-L2,matched-degraded,yaw_sector,180-270,69,32.6812,0.8116
G5,degraded-moderate,test,zscore-neg-L2,matched-degraded,yaw_sector,270-360,84,37.2619,0.7619
G5,degraded-moderate,test,zscore-neg-L2,matched-degraded,pitch_bin,+00..+45,72,34.6528,0.7639
G5,degraded-moderate,test,zscore-neg-L2,matched-degraded,pitch_bin,+45..+90,72,39.375,0.7639
G5,degraded-moderate,test,zscore-neg-L2,matched-degraded,pitch_bin,+90..+135,8,1.25,1.0
G5,degraded-moderate,test,zscore-neg-L2,matched-degraded,pitch_bin,-45..+00,72,34.8611,0.7917
G5,degraded-moderate,test,zscore-neg-L2,matched-degraded,pitch_bin,-90..-45,72,27.0833,0.8333
G5,degraded-moderate,val,neg-L2,clean-template,yaw_sector,000-090,59,38.3051,0.7797
G5,degraded-moderate,val,neg-L2,clean-template,yaw_sector,090-180,64,27.9688,0.8125
G5,degraded-moderate,val,neg-L2,clean-template,yaw_sector,180-270,70,21.7857,0.8571
G5,degraded-moderate,val,neg-L2,clean-template,yaw_sector,270-360,66,28.9394,0.8333
G5,degraded-moderate,val,neg-L2,clean-template,pitch_bin,+00..+45,63,35.1587,0.7778
G5,degraded-moderate,val,neg-L2,clean-template,pitch_bin,+45..+90,63,28.7302,0.8413
G5,degraded-moderate,val,neg-L2,clean-template,pitch_bin,+90..+135,7,87.8571,0.4286
G5,degraded-moderate,val,neg-L2,clean-template,pitch_bin,-45..+00,63,21.746,0.873
G5,degraded-moderate,val,neg-L2,clean-template,pitch_bin,-90..-45,63,23.4127,0.8413
G5,degraded-moderate,val,cosine,clean-template,yaw_sector,000-090,59,43.1356,0.7458
G5,degraded-moderate,val,cosine,clean-template,yaw_sector,090-180,64,37.2656,0.75
G5,degraded-moderate,val,cosine,clean-template,yaw_sector,180-270,70,44.9286,0.7143
G5,degraded-moderate,val,cosine,clean-template,yaw_sector,270-360,66,35.303,0.7727
G5,degraded-moderate,val,cosine,clean-template,pitch_bin,+00..+45,63,48.6508,0.6667
G5,degraded-moderate,val,cosine,clean-template,pitch_bin,+45..+90,63,40.3968,0.7619
G5,degraded-moderate,val,cosine,clean-template,pitch_bin,+90..+135,7,76.4286,0.5714
G5,degraded-moderate,val,cosine,clean-template,pitch_bin,-45..+00,63,25.0,0.8413
G5,degraded-moderate,val,cosine,clean-template,pitch_bin,-90..-45,63,42.619,0.7302
G5,degraded-moderate,val,zscore-neg-L2,clean-template,yaw_sector,000-090,59,47.0339,0.7119
G5,degraded-moderate,val,zscore-neg-L2,clean-template,yaw_sector,090-180,64,26.875,0.8281
G5,degraded-moderate,val,zscore-neg-L2,clean-template,yaw_sector,180-270,70,39.6429,0.7143
G5,degraded-moderate,val,zscore-neg-L2,clean-template,yaw_sector,270-360,66,31.9697,0.8182
G5,degraded-moderate,val,zscore-neg-L2,clean-template,pitch_bin,+00..+45,63,50.6349,0.6667
G5,degraded-moderate,val,zscore-neg-L2,clean-template,pitch_bin,+45..+90,63,35.7143,0.7937
G5,degraded-moderate,val,zscore-neg-L2,clean-template,pitch_bin,+90..+135,7,87.8571,0.4286
G5,degraded-moderate,val,zscore-neg-L2,clean-template,pitch_bin,-45..+00,63,32.0635,0.8095
G5,degraded-moderate,val,zscore-neg-L2,clean-template,pitch_bin,-90..-45,63,20.7143,0.8413
G5,degraded-moderate,test,neg-L2,clean-template,yaw_sector,000-090,67,40.1493,0.7463
G5,degraded-moderate,test,neg-L2,clean-template,yaw_sector,090-180,76,22.7632,0.8553
G5,degraded-moderate,test,neg-L2,clean-template,yaw_sector,180-270,69,27.6087,0.8261
G5,degraded-moderate,test,neg-L2,clean-template,yaw_sector,270-360,84,36.6667,0.7738
G5,degraded-moderate,test,neg-L2,clean-template,pitch_bin,+00..+45,72,27.2917,0.8194
G5,degraded-moderate,test,neg-L2,clean-template,pitch_bin,+45..+90,72,35.4167,0.7778
G5,degraded-moderate,test,neg-L2,clean-template,pitch_bin,+90..+135,8,43.125,0.75
G5,degraded-moderate,test,neg-L2,clean-template,pitch_bin,-45..+00,72,40.0,0.75
G5,degraded-moderate,test,neg-L2,clean-template,pitch_bin,-90..-45,72,23.125,0.8611
G5,degraded-moderate,test,cosine,clean-template,yaw_sector,000-090,67,54.5522,0.6866
G5,degraded-moderate,test,cosine,clean-template,yaw_sector,090-180,76,30.9868,0.7895
G5,degraded-moderate,test,cosine,clean-template,yaw_sector,180-270,69,55.1449,0.6522
G5,degraded-moderate,test,cosine,clean-template,yaw_sector,270-360,84,51.131,0.6905
G5,degraded-moderate,test,cosine,clean-template,pitch_bin,+00..+45,72,38.6806,0.7361
G5,degraded-moderate,test,cosine,clean-template,pitch_bin,+45..+90,72,44.5139,0.7361
G5,degraded-moderate,test,cosine,clean-template,pitch_bin,+90..+135,8,35.0,0.75
G5,degraded-moderate,test,cosine,clean-template,pitch_bin,-45..+00,72,46.3889,0.7222
G5,degraded-moderate,test,cosine,clean-template,pitch_bin,-90..-45,72,62.5,0.625
G5,degraded-moderate,test,zscore-neg-L2,clean-template,yaw_sector,000-090,67,46.8657,0.7164
G5,degraded-moderate,test,zscore-neg-L2,clean-template,yaw_sector,090-180,76,23.8816,0.8553
G5,degraded-moderate,test,zscore-neg-L2,clean-template,yaw_sector,180-270,69,28.6232,0.8261
G5,degraded-moderate,test,zscore-neg-L2,clean-template,yaw_sector,270-360,84,37.619,0.7619
G5,degraded-moderate,test,zscore-neg-L2,clean-template,pitch_bin,+00..+45,72,25.0,0.8333
G5,degraded-moderate,test,zscore-neg-L2,clean-template,pitch_bin,+45..+90,72,39.5139,0.7639
G5,degraded-moderate,test,zscore-neg-L2,clean-template,pitch_bin,+90..+135,8,43.125,0.75
G5,degraded-moderate,test,zscore-neg-L2,clean-template,pitch_bin,-45..+00,72,38.9583,0.7639
G5,degraded-moderate,test,zscore-neg-L2,clean-template,pitch_bin,-90..-45,72,31.875,0.8056
