record_id,yaw,pitch,ocs_total_phase63,n_pix_contrib,ocs_g1_err,ocs_g5_err,gain_g1_to_g5,hardcase_labels,neural_entropy,neural_margin,pdb_nearest_distance,pdb_cand_yaw_spread,roll_err_mean15,roll_err_mean30,roll_sensitivity_30_minus_15,local_contrast,glint_flag
yaw155_pitch-010,155.0,-10.0,0.023920406964532404,3288,,,,,,,,,28.4935,29.391,0.8974999999999973,0.0014503818005450614,0
yaw155_pitch-005,155.0,-5.0,0.025156300763021222,3186,,,,,,,,,44.4555,34.3185,-10.137,0.005057713646383806,0
yaw155_pitch+000,155.0,0.0,0.03496585451280426,3034,,,,,,,,,87.62299999999999,87.9785,0.35550000000000637,0.01868434788147976,0
yaw155_pitch+005,155.0,5.0,0.06649337615965978,2894,,,,,,,,,101.715,101.658,-0.05700000000000216,0.04087116627152394,0
yaw155_pitch+010,155.0,10.0,0.10743142991214705,2664,,,,,,,,,91.9795,92.19999999999999,0.22049999999998704,0.04671095752624161,0
yaw155_pitch+015,155.0,15.0,0.11083411812833899,2588,,,,,,,,,90.557,91.31,0.7530000000000001,0.046286233355050804,0
yaw155_pitch+020,155.0,20.0,0.07199395215779503,3220,,,,,,,,,101.64850000000001,101.658,0.009499999999988518,0.04247761285341243,0
yaw155_pitch+025,155.0,25.0,0.03697536135390672,3289,,,,,,,,,83.3635,84.06,0.6965000000000003,0.021163328373766457,0
yaw155_pitch+030,155.0,30.0,0.023670112413771982,3375,,,,,,,,,21.016000000000002,17.950499999999998,-3.0655000000000037,0.00666988457794079,0
yaw155_pitch+035,155.0,35.0,0.020751390859251317,3439,,,,,,,,,29.494,49.806,20.311999999999998,0.0015359418813302127,0
yaw155_pitch+040,155.0,40.0,0.019809492108525256,3447,,,,,,,,,41.4765,66.6315,25.155,0.0005758887601487774,0
yaw155_pitch+045,155.0,45.0,0.019546468023925317,3502,,,,,,,,,45.7955,78.03999999999999,32.244499999999995,0.0005020599381842447,0
yaw155_pitch+050,155.0,50.0,0.019042744803159095,3473,,,,,,,,,50.1745,100.382,50.2075,0.00041055037655283316,0
yaw155_pitch+055,155.0,55.0,0.01902894001593325,3507,,,,,,,,,55.3115,118.62049999999999,63.30899999999999,0.0003765771043253742,0
yaw155_pitch+060,155.0,60.0,0.0187976456812608,3514,,,,,,,,,61.6545,134.8115,73.157,0.0003233587820357549,0
yaw155_pitch+065,155.0,65.0,0.01870719243389357,3457,,,,,,,,,66.80250000000001,141.6175,74.815,0.00038399986559273236,0
yaw155_pitch+070,155.0,70.0,0.018981873242704395,3383,,,,,,,,,63.667500000000004,145.5325,81.865,0.0006932780212526822,0
yaw155_pitch+075,155.0,75.0,0.020097578150178597,3261,,,,,,,,,56.2125,136.493,80.28049999999999,0.0016528845457151366,0
yaw155_pitch+080,155.0,80.0,0.023063036570639128,3175,,,,,,,,,36.2525,126.989,90.7365,0.0032485452975417224,0
yaw155_pitch+085,155.0,85.0,0.028142303854433726,3070,,,,,,,,,60.757,109.46600000000001,48.70900000000001,0.005362493607799328,0
yaw155_pitch+090,155.0,90.0,0.03586965630292538,2939,,,,,,,,,59.1335,85.1015,25.968000000000004,0.006868366242009649,0
yaw160_pitch-090,160.0,-90.0,0.025892600069371552,2751,,,,,,,,,64.82900000000001,55.414,-9.415000000000006,0.01260500923359803,0
yaw160_pitch-085,160.0,-85.0,0.035489879250631684,2617,,,,,,,,,75.68549999999999,32.7665,-42.91899999999999,0.019753985207153144,0
yaw160_pitch-080,160.0,-80.0,0.04724203953082595,2498,72.684,26.443,46.241,disagreement-hard,4.915866,4.6e-05,6e-06,44.2606,64.238,20.229499999999998,-44.0085,0.02637941309781948,0
yaw160_pitch-075,160.0,-75.0,0.04723794379292712,2393,,,,,,,,,62.212,19.1185,-43.093500000000006,0.026627715375118072,0
yaw160_pitch-070,160.0,-70.0,0.03554231984703449,2757,91.994,5.216,86.778,disagreement-hard;ocs-hard;robust-easy,4.916123,0.000441,3.8e-05,76.8765,78.69149999999999,35.6045,-43.08699999999999,0.020050113655384685,0
yaw160_pitch-065,160.0,-65.0,0.02525327884343731,2865,,,,,,,,,65.97749999999999,51.802499999999995,-14.174999999999997,0.009590926938598567,0
yaw160_pitch-060,160.0,-60.0,0.022104372420238272,2990,,,,,,,,,74.168,60.918,-13.250000000000007,0.0031833650867989054,0
yaw160_pitch-055,160.0,-55.0,0.021784645825813354,3084,1.66,11.952,-10.292,disagreement-hard,4.916889,2.2e-05,1e-06,70.0,59.807,64.61449999999999,4.80749999999999,0.0015586889889058868,0
yaw160_pitch-050,160.0,-50.0,0.021459423220329676,3178,,,,,,,,,57.545500000000004,57.53,-0.015500000000002956,0.0012931974727070639,0
yaw160_pitch-045,160.0,-45.0,0.021165751970461666,3250,,,,,,,,,54.283500000000004,56.385,2.1014999999999944,0.00100468255157804,0
yaw160_pitch-040,160.0,-40.0,0.02096739460201863,3322,,,,,,,,,35.414,53.722500000000004,18.308500000000002,0.0007119214487170088,0
yaw160_pitch-035,160.0,-35.0,0.020741339683846838,3330,,,,,,,,,30.8145,48.781,17.9665,0.0006780880816176574,0
yaw160_pitch-030,160.0,-30.0,0.021357217942201412,3351,,,,,,,,,28.256500000000003,43.343999999999994,15.087499999999991,0.0008287926331893188,0
yaw160_pitch-025,160.0,-25.0,0.021935159306080143,3315,,,,,,,,,28.4525,48.637499999999996,20.184999999999995,0.0010337944260734727,0
yaw160_pitch-020,160.0,-20.0,0.022445401250500985,3286,,,,,,,,,35.4265,45.265,9.838500000000003,0.0011288834817903964,0
yaw160_pitch-015,160.0,-15.0,0.022388053588644208,3210,,,,,,,,,34.369,39.5955,5.2265000000000015,0.0011587807189154462,0
yaw160_pitch-010,160.0,-10.0,0.022108309313886854,3118,,,,,,,,,28.985999999999997,39.032,10.046,0.0013733725806737776,0
yaw160_pitch-005,160.0,-5.0,0.022955374381575244,3021,,,,,,,,,22.7145,27.549,4.8344999999999985,0.0029477848593318853,0
yaw160_pitch+000,160.0,0.0,0.026005687400521005,2898,,,,,,,,,67.5035,66.2525,-1.2510000000000048,0.009197895860969807,0
yaw160_pitch+005,160.0,5.0,0.035715394098352615,2739,,,,,,,,,92.389,92.61250000000001,0.22350000000001558,0.01998998469179992,0
yaw160_pitch+010,160.0,10.0,0.048712106410553346,2501,,,,,,,,,70.0175,73.8675,3.8500000000000085,0.027574558764072686,0
yaw160_pitch+015,160.0,15.0,0.0504841777538928,2433,,,,,,,,,97.0575,85.725,-11.33250000000001,0.027988542620188683,0
yaw160_pitch+020,160.0,20.0,0.03863843377272247,3024,,,,,,,,,75.1105,84.8745,9.763999999999996,0.021494755680040792,0
yaw160_pitch+025,160.0,25.0,0.026827694176792538,3135,,,,,,,,,70.648,62.2625,-8.385499999999993,0.01115314853198917,0
yaw160_pitch+030,160.0,30.0,0.021485568983921344,3175,,,,,,,,,16.098,28.534,12.436,0.0037180491902274494,0
yaw160_pitch+035,160.0,35.0,0.01992330034819509,3221,,,,,,,,,33.0565,55.187,22.130499999999998,0.0012057043795842166,0
yaw160_pitch+040,160.0,40.0,0.019197635053459783,3259,,,,,,,,,42.5195,81.862,39.342499999999994,0.0007759532460774668,0
yaw160_pitch+045,160.0,45.0,0.01873943170730072,3259,,,,,,,,,47.595,93.8075,46.212500000000006,0.0006877019771293728,0
yaw160_pitch+050,160.0,50.0,0.018446362843704822,3301,,,,,,,,,57.121,107.774,50.653,0.0006229094074511159,0
yaw160_pitch+055,160.0,55.0,0.018306531028328132,3318,,,,,,,,,60.955999999999996,118.04599999999999,57.089999999999996,0.0005666293622378672,0
yaw160_pitch+060,160.0,60.0,0.018231585867301003,3321,,,,,,,,,70.77250000000001,119.5135,48.740999999999985,0.0005577539397549729,0
yaw160_pitch+065,160.0,65.0,0.018067090427375393,3254,,,,,,,,,74.98949999999999,120.6345,45.64500000000001,0.0005933982840420661,0
yaw160_pitch+070,160.0,70.0,0.01824510717863409,3189,,,,,,,,,72.781,122.1305,49.34949999999999,0.0007960743832737156,0
yaw160_pitch+075,160.0,75.0,0.01917223341408661,3113,,,,,,,,,65.202,108.532,43.33,0.0013854109892898377,0
yaw160_pitch+080,160.0,80.0,0.021177555320134323,3012,,,,,,,,,73.61,91.638,18.028000000000006,0.002702337654696737,0
yaw160_pitch+085,160.0,85.0,0.025033455507390834,2935,,,,,,,,,91.012,76.4815,-14.530500000000004,0.0042812444619627285,0
yaw160_pitch+090,160.0,90.0,0.030093253373619788,2796,92.306,3.683,88.622,robust-easy,4.904574,8.9e-05,2.9e-05,0.0,38.888999999999996,59.548,20.659000000000006,0.005281581584699324,0
yaw165_pitch-090,165.0,-90.0,0.021383693613082067,2557,,,,,,,,,78.646,38.36150000000001,-40.284499999999994,0.0048150599317181575,0
yaw165_pitch-085,165.0,-85.0,0.023308802838388487,2423,,,,,,,,,92.02,62.685,-29.334999999999994,0.006651962822671123,0
yaw165_pitch-080,165.0,-80.0,0.025831701627582193,2317,,,,,,,,,73.72999999999999,49.465,-24.264999999999986,0.009019767460531364,0
yaw165_pitch-075,165.0,-75.0,0.025959221791685416,2256,,,,,,,,,76.212,21.092,-55.120000000000005,0.009062739259535664,0
yaw165_pitch-070,165.0,-70.0,0.02328655731207996,2564,,,,,,,,,87.9525,63.206500000000005,-24.745999999999995,0.006750264808819129,0
yaw165_pitch-065,165.0,-65.0,0.021153591832165364,2654,,,,,,,,,103.2525,48.703500000000005,-54.54899999999999,0.0035191968081160763,0
yaw165_pitch-060,165.0,-60.0,0.0202749143149189,2797,,,,,,,,,95.92099999999999,24.195,-71.726,0.0016130838277913714,0
yaw165_pitch-055,165.0,-55.0,0.01993999854453324,2861,,,,,,,,,83.0915,32.3175,-50.773999999999994,0.0010863300235567155,0
yaw165_pitch-050,165.0,-50.0,0.0202417769605584,2979,,,,,,,,,86.24549999999999,31.4215,-54.82399999999999,0.0009684906528321414,0
yaw165_pitch-045,165.0,-45.0,0.019948654334293187,3044,,,,,,,,,80.414,30.5225,-49.8915,0.0009363135425113911,0
yaw165_pitch-040,165.0,-40.0,0.02007699071346694,3113,,,,,,,,,62.76049999999999,35.164,-27.596499999999992,0.0008732503896077652,0
yaw165_pitch-035,165.0,-35.0,0.020216871403997555,3172,,,,,,,,,47.1185,37.7655,-9.352999999999994,0.0008995624814576303,0
yaw165_pitch-030,165.0,-30.0,0.020184094503897243,3135,,,,,,,,,40.510999999999996,38.588,-1.9229999999999947,0.0010047022543744656,0
yaw165_pitch-025,165.0,-25.0,0.020507916836220996,3097,,,,,,,,,36.914500000000004,39.751,2.836499999999994,0.0011648875166633994,0
yaw165_pitch-020,165.0,-20.0,0.020857782294313176,3050,11.534,9.736,1.798,disagreement-hard;image-hard(image_only);robust-easy,4.917319,0.00084,5.7e-05,80.5978,32.656,39.7325,7.076500000000003,0.0012074516663370012,0
yaw165_pitch-015,165.0,-15.0,0.02121350788336085,3003,,,,,,,,,32.721000000000004,43.2085,10.487499999999997,0.001126339988233218,0
yaw165_pitch-010,165.0,-10.0,0.02106527198526692,2924,,,,,,,,,26.194499999999998,39.5945,13.399999999999999,0.0011532171990503298,0
yaw165_pitch-005,165.0,-5.0,0.021222559561867582,2847,6.183,9.932,-3.748,disagreement-hard;robust-easy,4.917318,0.001173,1.2e-05,0.0,20.380499999999998,24.441499999999998,4.061,0.0016575218814133923,0
yaw165_pitch+000,165.0,0.0,0.022069829905202454,2726,,,,,,,,,10.0335,11.811499999999999,1.7779999999999987,0.0035025303806279773,0
yaw165_pitch+005,165.0,5.0,0.024198768072433707,2590,,,,,,,,,43.4675,31.493499999999997,-11.974000000000004,0.0066850398467635,0
yaw165_pitch+010,165.0,10.0,0.02690768325370463,2303,,,,,,,,,75.6855,62.695,-12.990500000000004,0.009302069891392074,0
yaw165_pitch+015,165.0,15.0,0.027824786416966174,2267,,,,,,,,,80.93299999999999,60.906000000000006,-20.026999999999987,0.009531367370557015,0
yaw165_pitch+020,165.0,20.0,0.025236504890610578,2791,,,,,,,,,49.347,27.692,-21.655,0.007334581020118115,0
yaw165_pitch+025,165.0,25.0,0.021766723306869407,2868,3.015,12.769,-9.754,disagreement-hard,4.917318,0.000131,4e-06,0.0,30.525,26.552,-3.972999999999999,0.004163404022094162,0
yaw165_pitch+030,165.0,30.0,0.019879037786922626,2945,,,,,,,,,22.887999999999998,37.2705,14.3825,0.0019513922975336433,0
yaw165_pitch+035,165.0,35.0,0.01894176873515202,2988,,,,,,,,,43.1205,62.1745,19.054000000000002,0.0012483059492975415,0
yaw165_pitch+040,165.0,40.0,0.018280104232601402,3026,,,,,,,,,57.135999999999996,87.464,30.328000000000003,0.0010751157722236997,0
yaw165_pitch+045,165.0,45.0,0.017861720696223105,3046,,,,,,,,,69.0755,101.9915,32.916,0.0009442954660866115,0
yaw165_pitch+050,165.0,50.0,0.01750653639950514,3048,,,,,,,,,71.092,101.209,30.117000000000004,0.000834476049916405,0
yaw165_pitch+055,165.0,55.0,0.017699521166653076,3129,51.518,19.996,31.523,disagreement-hard,4.914603,0.001152,6.8e-05,53.2189,82.1845,102.1825,19.998000000000005,0.0007817984090170704,0
yaw165_pitch+060,165.0,60.0,0.017345015012695808,3081,59.316,6.424,52.892,disagreement-hard,4.800389,6.4e-05,0.000128,80.4503,85.4265,101.6335,16.206999999999994,0.0007630865563372502,0
yaw165_pitch+065,165.0,65.0,0.017266651034651692,3054,,,,,,,,,85.08800000000001,99.166,14.077999999999989,0.0007567282042814441,0
yaw165_pitch+070,165.0,70.0,0.017470371229359044,2995,,,,,,,,,82.6465,92.82849999999999,10.181999999999988,0.0008712397879632149,0
yaw165_pitch+075,165.0,75.0,0.017786169483287317,2911,,,,,,,,,75.7745,78.5365,2.7620000000000005,0.0012590178556891318,0
yaw165_pitch+080,165.0,80.0,0.019115827820821718,2829,,,,,,,,,90.982,64.2885,-26.6935,0.0020892480293432415,0
yaw165_pitch+085,165.0,85.0,0.02155171417348445,2762,,,,,,,,,116.67949999999999,72.707,-43.9725,0.003388097149927341,0
yaw165_pitch+090,165.0,90.0,0.025014034964979115,2710,,,,,,,,,71.128,89.269,18.141000000000005,0.004008340326090987,0
yaw170_pitch-090,170.0,-90.0,0.01940890035005416,2409,,,,,,,,,85.3675,66.78099999999999,-18.586500000000015,0.001840026624228136,0
yaw170_pitch-085,170.0,-85.0,0.01982338853666471,2265,,,,,,,,,88.5865,65.10300000000001,-23.483499999999992,0.00209379983352213,0
yaw170_pitch-080,170.0,-80.0,0.02062453539724146,2155,,,,,,,,,73.094,57.771,-15.322999999999993,0.0025576284044281396,0
yaw170_pitch-075,170.0,-75.0,0.020014217909524595,2063,,,,,,,,,75.04599999999999,61.451,-13.594999999999992,0.0024458176312052403,0
yaw170_pitch-070,170.0,-70.0,0.01968182043144487,2343,,,,,,,,,84.5795,60.9625,-23.616999999999997,0.0018897424002527023,0
yaw170_pitch-065,170.0,-65.0,0.019141015631396474,2443,25.81,10.761,15.049,disagreement-hard,4.91539,0.000543,1e-06,2.4495,70.768,31.514,-39.254000000000005,0.0012870404251914824,0
yaw170_pitch-060,170.0,-60.0,0.018935203580101173,2605,,,,,,,,,81.91149999999999,55.1575,-26.75399999999999,0.0009691794870327584,0
yaw170_pitch-055,170.0,-55.0,0.019375000543292442,2722,,,,,,,,,66.1075,32.382999999999996,-33.724500000000006,0.0010236422929291687,0
yaw170_pitch-050,170.0,-50.0,0.018984291340944787,2761,,,,,,,,,72.958,38.5965,-34.3615,0.001004006394370472,0
yaw170_pitch-045,170.0,-45.0,0.01889750495200071,2823,,,,,,,,,65.2795,45.533,-19.746499999999997,0.0010354233433128475,0
yaw170_pitch-040,170.0,-40.0,0.018641724165212314,2860,31.88,1.961,29.92,,4.917319,0.00018,2e-06,2.0,60.2,42.922,-17.278000000000006,0.0010763265014273118,0
yaw170_pitch-035,170.0,-35.0,0.018617471091956356,2883,,,,,,,,,52.884,34.358000000000004,-18.525999999999996,0.0011253423241537434,0
yaw170_pitch-030,170.0,-30.0,0.018782914709868093,2878,,,,,,,,,51.4795,27.6875,-23.792,0.0012042912766963877,0
yaw170_pitch-025,170.0,-25.0,0.018952312327732285,2867,,,,,,,,,42.8385,24.122,-18.716500000000003,0.0012897884307208618,0
yaw170_pitch-020,170.0,-20.0,0.0193571391182909,2839,,,,,,,,,38.683499999999995,27.023000000000003,-11.660499999999992,0.0013575382526812355,0
yaw170_pitch-015,170.0,-15.0,0.019505140415645994,2759,,,,,,,,,34.524,29.591500000000003,-4.932499999999997,0.0013263960737448267,0
yaw170_pitch-010,170.0,-10.0,0.01957272620037101,2706,,,,,,,,,28.788,24.2435,-4.544499999999999,0.0013355913230162116,0
yaw170_pitch-005,170.0,-5.0,0.019453656550381254,2631,,,,,,,,,21.945999999999998,16.811,-5.134999999999998,0.0014406066170253966,0
yaw170_pitch+000,170.0,0.0,0.019787371213859234,2571,18.703,21.948,-3.245,image-hard(image_only),4.917318,0.00027,1.8e-05,37.2189,18.7585,13.907,-4.8515000000000015,0.0018549603969626564,0
yaw170_pitch+005,170.0,5.0,0.020391393581750683,2437,,,,,,,,,12.468,15.896999999999998,3.4289999999999985,0.0025101524545200274,0
yaw170_pitch+010,170.0,10.0,0.021611957688211225,2178,,,,,,,,,5.7615,22.256500000000003,16.495000000000005,0.0029723070514041383,0
yaw170_pitch+015,170.0,15.0,0.022117786206232726,2100,,,,,,,,,7.422,25.512500000000003,18.090500000000002,0.0028794288327279975,0
yaw170_pitch+020,170.0,20.0,0.02135941976788569,2557,,,,,,,,,15.6975,31.991,16.2935,0.0024744630534504104,0
yaw170_pitch+025,170.0,25.0,0.019854514678441237,2641,,,,,,,,,20.3735,38.1195,17.746000000000002,0.0019749152981778616,0
yaw170_pitch+030,170.0,30.0,0.018350306059940202,2684,,,,,,,,,40.086,43.911,3.825000000000003,0.0016246192805265819,0
yaw170_pitch+035,170.0,35.0,0.01724555896197577,2714,,,,,,,,,68.1195,59.616,-8.503500000000003,0.0014330647225703486,0
yaw170_pitch+040,170.0,40.0,0.016623125323601134,2738,,,,,,,,,82.39,77.4595,-4.930499999999995,0.001220947929153702,0
yaw170_pitch+045,170.0,45.0,0.016470804684518003,2760,,,,,,,,,88.66749999999999,84.856,-3.8114999999999952,0.0010079367204202452,0
yaw170_pitch+050,170.0,50.0,0.016508703700749555,2814,77.599,28.486,49.112,disagreement-hard,4.917319,0.000305,1.1e-05,41.0974,93.761,91.3695,-2.3914999999999935,0.0009472476781184798,0
yaw170_pitch+055,170.0,55.0,0.016385177858600775,2840,,,,,,,,,93.83,91.0305,-2.7994999999999948,0.0009037787271578591,0
yaw170_pitch+060,170.0,60.0,0.01638370182895227,2857,81.446,9.734,71.712,disagreement-hard;robust-easy,4.819464,0.000702,6.5e-05,78.8051,90.476,86.186,-4.289999999999992,0.000908900996023955,0
yaw170_pitch+065,170.0,65.0,0.016164505316754868,2801,,,,,,,,,89.0835,75.3885,-13.695000000000007,0.0008787413604162755,0
yaw170_pitch+070,170.0,70.0,0.016223834866103265,2765,,,,,,,,,84.244,62.164500000000004,-22.079499999999996,0.0009460584845295654,0
yaw170_pitch+075,170.0,75.0,0.016645690982167866,2732,,,,,,,,,75.6075,51.659,-23.948500000000003,0.0011628679036623443,0
yaw170_pitch+080,170.0,80.0,0.01729868381053351,2655,,,,,,,,,83.67049999999999,55.336,-28.33449999999999,0.0016214387298849747,0
yaw170_pitch+085,170.0,85.0,0.01849042990436159,2581,,,,,,,,,109.06700000000001,78.583,-30.48400000000001,0.002422754667947332,0
yaw170_pitch+090,170.0,90.0,0.020056898137688767,2473,,,,,,,,,101.506,76.2025,-25.3035,0.0029627585569577675,0
yaw175_pitch-090,175.0,-90.0,0.01776794516026789,2205,,,,,,,,,72.619,39.884,-32.735,0.0013581567066602018,0
yaw175_pitch-085,175.0,-85.0,0.018138906356672535,2123,,,,,,,,,71.395,67.29299999999999,-4.102000000000004,0.001411230816698774,0
yaw175_pitch-080,175.0,-80.0,0.019082582941122583,2051,,,,,,,,,56.787000000000006,51.8015,-4.985500000000009,0.0013523211354695558,0
yaw175_pitch-075,175.0,-75.0,0.01882867407272948,1972,,,,,,,,,70.36749999999999,48.2455,-22.121999999999993,0.0011888311491010765,0
yaw175_pitch-070,175.0,-70.0,0.018542397633650176,2199,,,,,,,,,46.0895,53.9075,7.817999999999998,0.0010711632996198046,0
yaw175_pitch-065,175.0,-65.0,0.018783562305657586,2316,,,,,,,,,76.8295,67.4475,-9.38199999999999,0.001154658252416809,0
yaw175_pitch-060,175.0,-60.0,0.017839396969668297,2389,,,,,,,,,52.94,61.963,9.023000000000003,0.0012309998682324616,0
yaw175_pitch-055,175.0,-55.0,0.017637718534516122,2495,42.749,10.478,32.271,disagreement-hard,4.913614,0.000476,0.0,4.5,40.352500000000006,58.6965,18.343999999999994,0.001175480595337012,0
yaw175_pitch-050,175.0,-50.0,0.017620942137931694,2531,,,,,,,,,39.586999999999996,53.5895,14.002500000000005,0.0012437297075416909,0
yaw175_pitch-045,175.0,-45.0,0.017317213603264964,2577,,,,,,,,,38.021,49.335,11.314,0.0012241446696900464,0
yaw175_pitch-040,175.0,-40.0,0.01738844669635156,2618,,,,,,,,,39.534,39.961999999999996,0.42799999999999727,0.0012557360418379883,0
yaw175_pitch-035,175.0,-35.0,0.017206278000767017,2621,52.737,0.317,52.42,,4.917318,0.00098,3e-05,47.9687,42.5175,26.174500000000002,-16.342999999999996,0.0013024252545027794,0
yaw175_pitch-030,175.0,-30.0,0.01707019002218091,2616,,,,,,,,,42.665000000000006,17.067999999999998,-25.59700000000001,0.0013854433690793123,0
yaw175_pitch-025,175.0,-25.0,0.017332925743372696,2599,,,,,,,,,39.777,12.719999999999999,-27.057000000000002,0.0014453210838259387,0
yaw175_pitch-020,175.0,-20.0,0.017402594831533724,2570,,,,,,,,,39.1835,12.016,-27.167500000000004,0.0015098669867117352,0
yaw175_pitch-015,175.0,-15.0,0.017536208505452427,2520,44.895,1.926,42.968,disagreement-hard;robust-easy,4.917318,0.000115,2.4e-05,74.9266,47.7845,13.959,-33.825500000000005,0.0015573397291878711,0
yaw175_pitch-010,175.0,-10.0,0.01780217731807629,2477,,,,,,,,,44.622499999999995,11.347,-33.275499999999994,0.0015173648935282516,0
yaw175_pitch-005,175.0,-5.0,0.017664878457551714,2407,,,,,,,,,44.116499999999995,14.225,-29.891499999999994,0.001494249236745019,0
yaw175_pitch+000,175.0,0.0,0.017818537053973516,2356,,,,,,,,,33.312,18.7715,-14.540499999999998,0.0015668638166042512,0
yaw175_pitch+005,175.0,5.0,0.01810579588364669,2229,,,,,,,,,30.1415,31.981500000000004,1.8400000000000034,0.0017933085141285873,0
yaw175_pitch+010,175.0,10.0,0.018995315131912355,1991,22.524,9.951,12.573,disagreement-hard;robust-easy,4.917316,0.000913,3e-06,35.5528,29.6595,52.031,22.371499999999997,0.0019137506395344728,0
yaw175_pitch+015,175.0,15.0,0.0197780629407944,1915,13.801,19.615,-5.813,,4.917319,0.000613,1e-06,40.1995,32.2365,66.9405,34.704,0.0018106055838371625,0
yaw175_pitch+020,175.0,20.0,0.019424360783119182,2320,,,,,,,,,39.232,75.601,36.369,0.0016904664843856061,0
yaw175_pitch+025,175.0,25.0,0.018093157990720782,2384,,,,,,,,,46.848,65.602,18.754000000000005,0.0016745301295092475,0
yaw175_pitch+030,175.0,30.0,0.016574538533085242,2411,,,,,,,,,67.1935,54.932,-12.261499999999998,0.0015563209876982669,0
yaw175_pitch+035,175.0,35.0,0.01553183477739084,2419,,,,,,,,,97.26650000000001,57.7295,-39.537000000000006,0.0013558932982819794,0
yaw175_pitch+040,175.0,40.0,0.015257200399976245,2462,,,,,,,,,100.8195,61.6335,-39.18600000000001,0.0011594160959164587,0
yaw175_pitch+045,175.0,45.0,0.015301729330837593,2527,,,,,,,,,99.286,61.139,-38.147,0.0010620474724735464,0
yaw175_pitch+050,175.0,50.0,0.01521615748946853,2575,,,,,,,,,101.049,52.974999999999994,-48.07400000000001,0.0010280375438806444,0
yaw175_pitch+055,175.0,55.0,0.015133334875507692,2591,,,,,,,,,93.6905,52.66,-41.0305,0.0010320194943117499,0
yaw175_pitch+060,175.0,60.0,0.015096352268412216,2598,,,,,,,,,91.178,52.071,-39.107,0.0010103713140250867,0
yaw175_pitch+065,175.0,65.0,0.015030964643734934,2568,,,,,,,,,86.6225,46.385999999999996,-40.23650000000001,0.001005589491153043,0
yaw175_pitch+070,175.0,70.0,0.015203315542774987,2559,,,,,,,,,81.089,41.5305,-39.558499999999995,0.001031501875884723,0
yaw175_pitch+075,175.0,75.0,0.015201629349964607,2490,,,,,,,,,71.807,32.240500000000004,-39.5665,0.0011383464752643714,0
yaw175_pitch+080,175.0,80.0,0.015739329355859977,2456,96.182,9.892,86.29,disagreement-hard;robust-easy,4.909774,0.001156,3e-06,3.1623,60.3655,58.9505,-1.4149999999999991,0.0013883141734329259,0
yaw175_pitch+085,175.0,85.0,0.016385981854882825,2397,,,,,,,,,89.04249999999999,69.3505,-19.691999999999993,0.0016138496403594188,0
yaw175_pitch+090,175.0,90.0,0.01693244273211908,2265,,,,,,,,,95.41149999999999,21.451,-73.9605,0.0018273427886575377,0
yaw180_pitch-090,180.0,-90.0,0.016347829909729716,2285,72.554,17.789,54.765,disagreement-hard,4.917317,0.000141,1e-06,29.2617,18.844,29.983,11.139,0.0009199230152671933,0
yaw180_pitch-085,180.0,-85.0,0.01646463664009279,2159,,,,,,,,,31.7425,62.848499999999994,31.105999999999995,0.0010576212163463002,0
yaw180_pitch-080,180.0,-80.0,0.017069148981402327,2072,,,,,,,,,49.3195,52.683,3.363500000000002,0.0008536603115058723,0
yaw180_pitch-075,180.0,-75.0,0.017307372591022357,2017,,,,,,,,,50.378499999999995,50.488499999999995,0.10999999999999943,0.0007360515704138773,0
yaw180_pitch-070,180.0,-70.0,0.016973588280450036,2113,53.923,14.245,39.678,disagreement-hard,4.917301,0.000444,3e-06,36.7967,47.8455,57.531499999999994,9.685999999999993,0.0009164263951145536,0
yaw180_pitch-065,180.0,-65.0,0.01651422781502182,2293,,,,,,,,,30.2545,63.405,33.1505,0.001006290391407285,0
yaw180_pitch-060,180.0,-60.0,0.016218287536132886,2295,,,,,,,,,20.721999999999998,28.191,7.469000000000001,0.0009645954557992512,0
yaw180_pitch-055,180.0,-55.0,0.016016549228917154,2258,,,,,,,,,17.514999999999997,51.514,33.99900000000001,0.0009216447342050814,0
yaw180_pitch-050,180.0,-50.0,0.01587426876832887,2300,,,,,,,,,22.9845,45.179,22.1945,0.0009718737298928214,0
yaw180_pitch-045,180.0,-45.0,0.015736646109909547,2312,,,,,,,,,24.5595,42.7505,18.191000000000003,0.001009045575474897,0
yaw180_pitch-040,180.0,-40.0,0.015494409850152352,2346,98.044,11.969,86.075,,4.917318,0.00026,1e-06,2.2913,27.285,34.0785,6.793499999999998,0.0010140077782118916,0
yaw180_pitch-035,180.0,-35.0,0.015133157703074718,2353,,,,,,,,,33.099000000000004,19.6795,-13.419500000000003,0.001081125736072941,0
yaw180_pitch-030,180.0,-30.0,0.01531339705195811,2360,,,,,,,,,35.077,8.1425,-26.9345,0.0008564258815436931,0
yaw180_pitch-025,180.0,-25.0,0.0152214201216673,2317,,,,,,,,,38.816500000000005,5.648499999999999,-33.168000000000006,0.0009574943541386556,0
yaw180_pitch-020,180.0,-20.0,0.015327385121011172,2500,,,,,,,,,46.9165,5.449,-41.4675,0.0009427045798263839,0
yaw180_pitch-015,180.0,-15.0,0.015390133487376556,2473,,,,,,,,,43.537499999999994,7.83,-35.707499999999996,0.000988874341245876,0
yaw180_pitch-010,180.0,-10.0,0.015658351778959773,2372,,,,,,,,,41.769999999999996,8.629,-33.141,0.0008756555053853962,0
