geom,record_id,yaw_true,pitch_true,type,pdb_yaw_err,pdb_nearest
G5-PEXT,G5_yaw350_pitch-070,350.0,-70.0,pext_yawblock_collapse,154.49,
G5-PEXT,G5_yaw350_pitch-065,350.0,-65.0,pext_yawblock_collapse,154.04,
G5-PEXT,G5_yaw350_pitch-060,350.0,-60.0,pext_yawblock_collapse,152.0,
G5-PEXT,G5_yaw350_pitch-055,350.0,-55.0,pext_yawblock_collapse,152.51,
G5-PEXT,G5_yaw350_pitch-050,350.0,-50.0,pext_yawblock_collapse,156.76,
G5-PEXT,G5_yaw350_pitch-045,350.0,-45.0,pext_yawblock_collapse,159.94,
G5-PEXT,G5_yaw350_pitch-040,350.0,-40.0,pext_yawblock_collapse,160.93,
G5-PEXT,G5_yaw350_pitch-035,350.0,-35.0,pext_yawblock_collapse,161.24,
G5-PEXT,G5_yaw350_pitch-030,350.0,-30.0,pext_yawblock_collapse,161.89,
G5-PEXT,G5_yaw350_pitch-025,350.0,-25.0,pext_yawblock_collapse,162.31,
G5-PEXT,G5_yaw350_pitch-020,350.0,-20.0,pext_yawblock_collapse,163.22,
G5-PEXT,G5_yaw350_pitch-015,350.0,-15.0,pext_yawblock_collapse,163.57,
G5-PEXT,G5_yaw350_pitch-010,350.0,-10.0,pext_yawblock_collapse,164.55,
G5-PEXT,G5_yaw350_pitch-005,350.0,-5.0,pext_yawblock_collapse,163.63,
G5-PEXT,G5_yaw350_pitch+000,350.0,0.0,pext_yawblock_collapse,162.34,
G5-PEXT,G5_yaw350_pitch+005,350.0,5.0,pext_yawblock_collapse,158.34,
G5-PEXT,G5_yaw350_pitch+010,350.0,10.0,pext_yawblock_collapse,151.26,
G5-PEXT,G5_yaw350_pitch+015,350.0,15.0,pext_yawblock_collapse,151.34,
G5-PEXT,G5_yaw350_pitch+020,350.0,20.0,pext_yawblock_collapse,154.36,
G5-PEXT,G5_yaw350_pitch+025,350.0,25.0,pext_yawblock_collapse,154.15,
G5-PEXT,G5_yaw350_pitch+030,350.0,30.0,pext_yawblock_collapse,150.63,
G5-PEXT,G5_yaw350_pitch+035,350.0,35.0,pext_yawblock_collapse,151.02,
G5-PEXT,G5_yaw350_pitch+040,350.0,40.0,pext_yawblock_collapse,157.78,
G5-PEXT,G5_yaw350_pitch+045,350.0,45.0,pext_yawblock_collapse,160.06,
G5-PEXT,G5_yaw350_pitch+050,350.0,50.0,pext_yawblock_collapse,160.33,
G5-PEXT,G5_yaw350_pitch+055,350.0,55.0,pext_yawblock_collapse,160.78,
G5-PEXT,G5_yaw350_pitch+060,350.0,60.0,pext_yawblock_collapse,161.23,
G5-PEXT,G5_yaw350_pitch+065,350.0,65.0,pext_yawblock_collapse,160.86,
G5-PEXT,G5_yaw350_pitch+070,350.0,70.0,pext_yawblock_collapse,160.85,
G5-PEXT,G5_yaw350_pitch+075,350.0,75.0,pext_yawblock_collapse,160.06,
G5-PEXT,G5_yaw350_pitch+080,350.0,80.0,pext_yawblock_collapse,159.68,
G5-PEXT,G5_yaw350_pitch+085,350.0,85.0,pext_yawblock_collapse,159.76,
G5-PEXT,G5_yaw350_pitch+090,350.0,90.0,pext_yawblock_collapse,160.45,
G5-PEXT,G5_yaw355_pitch-090,355.0,-90.0,pext_yawblock_collapse,165.04,
G5-PEXT,G5_yaw355_pitch-085,355.0,-85.0,pext_yawblock_collapse,161.58,
G5-PEXT,G5_yaw355_pitch-080,355.0,-80.0,pext_yawblock_collapse,155.15,
G5-PEXT,G5_yaw355_pitch-075,355.0,-75.0,pext_yawblock_collapse,156.3,
G5-PEXT,G5_yaw355_pitch-070,355.0,-70.0,pext_yawblock_collapse,159.12,
G5-PEXT,G5_yaw355_pitch-065,355.0,-65.0,pext_yawblock_collapse,158.55,
G5-PEXT,G5_yaw355_pitch-060,355.0,-60.0,pext_yawblock_collapse,155.7,
G5-PEXT,G5_yaw355_pitch-055,355.0,-55.0,pext_yawblock_collapse,154.37,
G5-PEXT,G5_yaw355_pitch-050,355.0,-50.0,pext_yawblock_collapse,158.86,
G5-PEXT,G5_yaw355_pitch-045,355.0,-45.0,pext_yawblock_collapse,161.59,
G5-PEXT,G5_yaw355_pitch-040,355.0,-40.0,pext_yawblock_collapse,162.92,
G5-PEXT,G5_yaw355_pitch-035,355.0,-35.0,pext_yawblock_collapse,163.76,
G5-PEXT,G5_yaw355_pitch-030,355.0,-30.0,pext_yawblock_collapse,163.9,
G5-PEXT,G5_yaw355_pitch-025,355.0,-25.0,pext_yawblock_collapse,164.94,
G5-PEXT,G5_yaw355_pitch-020,355.0,-20.0,pext_yawblock_collapse,165.59,
G5-PEXT,G5_yaw355_pitch-015,355.0,-15.0,pext_yawblock_collapse,166.4,
G5-PEXT,G5_yaw355_pitch-010,355.0,-10.0,pext_yawblock_collapse,166.94,
G5-PEXT,G5_yaw355_pitch-005,355.0,-5.0,pext_yawblock_collapse,166.09,
G5-PEXT,G5_yaw355_pitch+000,355.0,0.0,pext_yawblock_collapse,164.96,
G5-PEXT,G5_yaw355_pitch+005,355.0,5.0,pext_yawblock_collapse,161.47,
G5-PEXT,G5_yaw355_pitch+010,355.0,10.0,pext_yawblock_collapse,153.99,
G5-PEXT,G5_yaw355_pitch+015,355.0,15.0,pext_yawblock_collapse,155.52,
G5-PEXT,G5_yaw355_pitch+020,355.0,20.0,pext_yawblock_collapse,159.16,
G5-PEXT,G5_yaw355_pitch+025,355.0,25.0,pext_yawblock_collapse,158.98,
G5-PEXT,G5_yaw355_pitch+030,355.0,30.0,pext_yawblock_collapse,154.95,
G5-PEXT,G5_yaw355_pitch+035,355.0,35.0,pext_yawblock_collapse,153.49,
G5-PEXT,G5_yaw355_pitch+040,355.0,40.0,pext_yawblock_collapse,160.24,
G5-PEXT,G5_yaw355_pitch+045,355.0,45.0,pext_yawblock_collapse,162.53,
G5-PEXT,G5_yaw355_pitch+050,355.0,50.0,pext_yawblock_collapse,162.63,
G5-PEXT,G5_yaw355_pitch+055,355.0,55.0,pext_yawblock_collapse,163.08,
G5-PEXT,G5_yaw355_pitch+060,355.0,60.0,pext_yawblock_collapse,163.49,
G5-PEXT,G5_yaw355_pitch+065,355.0,65.0,pext_yawblock_collapse,163.57,
G5-PEXT,G5_yaw355_pitch+070,355.0,70.0,pext_yawblock_collapse,163.46,
G5-PEXT,G5_yaw355_pitch+075,355.0,75.0,pext_yawblock_collapse,162.62,
G5-PEXT,G5_yaw355_pitch+080,355.0,80.0,pext_yawblock_collapse,162.52,
G5-PEXT,G5_yaw355_pitch+085,355.0,85.0,pext_yawblock_collapse,162.35,
G5-PEXT,G5_yaw355_pitch+090,355.0,90.0,pext_yawblock_collapse,163.34,
