geom_id,pose_id,label,role,group,yaw,pitch,roll,sun_dir,det_dir,camera_exr_src,sun_exr_src,ocs_total,ocs_metal,ocs_dark,ocs_solar,n_pixels_camera_visible,n_pixels_contributing,image_usable,status,failed_reason
G3_view_plus,F2_edge,yaw2475_pitchp0300_roll+015,bright_edge_nsm0,bright_edge,247.5,30.0,15.0,"[0.9578262852211513, 0.0, 0.2873478855663454]","[0.437259804377141, -0.874519608754282, 0.20980781057987746]",NEW_26,REUSED_BASELINE,0.17492923140525818,0.1648426353931427,0.008715769276022911,0.0013708114856854081,6327,4109,True,COMPLETE,
G3_view_plus,F3_edge,yaw240_pitch+015_roll+015,bright_edge_nsm0,bright_edge,240.0,15.0,15.0,"[0.9578262852211513, 0.0, 0.2873478855663454]","[0.437259804377141, -0.874519608754282, 0.20980781057987746]",NEW_26,REUSED_BASELINE,0.1950487643480301,0.18471230566501617,0.00887040514498949,0.0014660642482340336,6103,4266,True,COMPLETE,
G4_view_minus,A_top1,yaw2450_pitchp0275_roll+015,top1,mandatory,245.0,27.5,15.0,"[0.9578262852211513, 0.0, 0.2873478855663454]","[0.44697058609971635, -0.8939411721994327, -0.032961732484506]",NEW_26,REUSED_BASELINE,0.16396582126617432,0.15399667620658875,0.008359036408364773,0.0016101052751764655,5937,3994,True,COMPLETE,
G4_view_minus,B_R4,yaw1475_pitchp0125_roll+000,R4_robust,mandatory,147.5,12.5,0.0,"[0.9578262852211513, 0.0, 0.2873478855663454]","[0.44697058609971635, -0.8939411721994327, -0.032961732484506]",NEW_26,REUSED_BASELINE,0.16372577846050262,0.16095557808876038,0.0008907595765776932,0.0018794483039528131,5729,2637,True,COMPLETE,
G4_view_minus,C_R3,yaw055_pitch+060_roll+000,R3_negative,mandatory,55.0,60.0,0.0,"[0.9578262852211513, 0.0, 0.2873478855663454]","[0.44697058609971635, -0.8939411721994327, -0.032961732484506]",NEW_26,REUSED_BASELINE,0.13244368135929108,0.13146470487117767,0.0,0.0009789775358512998,6271,4122,True,COMPLETE,
G4_view_minus,D1,yaw2450_pitchp0300_roll+015,top1_neighbor,top1_neighbor,245.0,30.0,15.0,"[0.9578262852211513, 0.0, 0.2873478855663454]","[0.44697058609971635, -0.8939411721994327, -0.032961732484506]",NEW_26,REUSED_BASELINE,0.16832934319972992,0.1583593636751175,0.008418869227170944,0.0015511256642639637,5991,4027,True,COMPLETE,
G4_view_minus,D2,yaw2450_pitchp0325_roll+015,top1_neighbor,top1_neighbor,245.0,32.5,15.0,"[0.9578262852211513, 0.0, 0.2873478855663454]","[0.44697058609971635, -0.8939411721994327, -0.032961732484506]",NEW_26,REUSED_BASELINE,0.17359082400798798,0.16369371116161346,0.008406913839280605,0.0014902087859809399,6051,4054,True,COMPLETE,
G4_view_minus,D3,yaw2475_pitchp0375_roll+015,top1_neighbor,top1_neighbor,247.5,37.5,15.0,"[0.9578262852211513, 0.0, 0.2873478855663454]","[0.44697058609971635, -0.8939411721994327, -0.032961732484506]",NEW_26,REUSED_BASELINE,0.18111972510814667,0.17116203904151917,0.008510537445545197,0.0014471464091911912,6169,4011,True,COMPLETE,
G4_view_minus,D4,yaw2425_pitchp0225_roll+015,top1_neighbor,top1_neighbor,242.5,22.5,15.0,"[0.9578262852211513, 0.0, 0.2873478855663454]","[0.44697058609971635, -0.8939411721994327, -0.032961732484506]",NEW_26,REUSED_BASELINE,0.15209978818893433,0.14212629199028015,0.00835786759853363,0.0016156358178704977,5842,4149,True,COMPLETE,
G4_view_minus,D5_roll125,yaw2450_pitchp0275_roll+0125,top1_neighbor_roll125,top1_neighbor,245.0,27.5,12.5,"[0.9578262852211513, 0.0, 0.2873478855663454]","[0.44697058609971635, -0.8939411721994327, -0.032961732484506]",NEW_26,REUSED_BASELINE,0.18548740446567535,0.1755441278219223,0.008478915318846703,0.001464345376007259,6010,3962,True,COMPLETE,
G4_view_minus,D6_roll175,yaw2475_pitchp0300_roll+0175,top1_neighbor_roll175,top1_neighbor,247.5,30.0,17.5,"[0.9578262852211513, 0.0, 0.2873478855663454]","[0.44697058609971635, -0.8939411721994327, -0.032961732484506]",NEW_26,REUSED_BASELINE,0.13248276710510254,0.12290993332862854,0.008202612400054932,0.0013702192809432745,5953,3922,True,COMPLETE,
G4_view_minus,E1_R4roll-15,yaw1475_pitchp0125_roll-015,R4_cluster_nsm1,R4_cluster,147.5,12.5,-15.0,"[0.9578262852211513, 0.0, 0.2873478855663454]","[0.44697058609971635, -0.8939411721994327, -0.032961732484506]",NEW_26,REUSED_BASELINE,0.16748298704624176,0.1650230586528778,0.000912140472792089,0.001547789084725082,5650,3102,True,COMPLETE,
G4_view_minus,E2_R4roll+15,yaw1475_pitchp0125_roll+015,R4_cluster_nsm1,R4_cluster,147.5,12.5,15.0,"[0.9578262852211513, 0.0, 0.2873478855663454]","[0.44697058609971635, -0.8939411721994327, -0.032961732484506]",NEW_26,REUSED_BASELINE,0.1622324287891388,0.1594199240207672,0.0009273129981011152,0.001885194331407547,5593,2575,True,COMPLETE,
G4_view_minus,F1_edge,yaw2425_pitchp0275_roll+015,bright_edge_nsm0,bright_edge,242.5,27.5,15.0,"[0.9578262852211513, 0.0, 0.2873478855663454]","[0.44697058609971635, -0.8939411721994327, -0.032961732484506]",NEW_26,REUSED_BASELINE,0.1567886769771576,0.14686807990074158,0.008346391841769218,0.0015742048854008317,5875,4083,True,COMPLETE,
G4_view_minus,F2_edge,yaw2475_pitchp0300_roll+015,bright_edge_nsm0,bright_edge,247.5,30.0,15.0,"[0.9578262852211513, 0.0, 0.2873478855663454]","[0.44697058609971635, -0.8939411721994327, -0.032961732484506]",NEW_26,REUSED_BASELINE,0.15863952040672302,0.1488221436738968,0.008342714980244637,0.0014746779343113303,6028,3908,True,COMPLETE,
G4_view_minus,F3_edge,yaw240_pitch+015_roll+015,bright_edge_nsm0,bright_edge,240.0,15.0,15.0,"[0.9578262852211513, 0.0, 0.2873478855663454]","[0.44697058609971635, -0.8939411721994327, -0.032961732484506]",NEW_26,REUSED_BASELINE,0.1361619234085083,0.12623991072177887,0.008291858248412609,0.0016301546711474657,6023,4400,True,COMPLETE,
