geom_id,pose_id,label,camera_exr_src,sun_exr_src,ocs_total,image_usable,status,failed_reason
G4_view_minus,D2,yaw2450_pitchp0325_roll+015,NEW_26,REUSED_BASELINE,0.17359082400798798,True,COMPLETE,
G4_view_minus,D3,yaw2475_pitchp0375_roll+015,NEW_26,REUSED_BASELINE,0.18111972510814667,True,COMPLETE,
G4_view_minus,D4,yaw2425_pitchp0225_roll+015,NEW_26,REUSED_BASELINE,0.15209978818893433,True,COMPLETE,
G4_view_minus,D5_roll125,yaw2450_pitchp0275_roll+0125,NEW_26,REUSED_BASELINE,0.18548740446567535,True,COMPLETE,
G4_view_minus,D6_roll175,yaw2475_pitchp0300_roll+0175,NEW_26,REUSED_BASELINE,0.13248276710510254,True,COMPLETE,
G4_view_minus,E1_R4roll-15,yaw1475_pitchp0125_roll-015,NEW_26,REUSED_BASELINE,0.16748298704624176,True,COMPLETE,
G4_view_minus,E2_R4roll+15,yaw1475_pitchp0125_roll+015,NEW_26,REUSED_BASELINE,0.1622324287891388,True,COMPLETE,
G4_view_minus,F1_edge,yaw2425_pitchp0275_roll+015,NEW_26,REUSED_BASELINE,0.1567886769771576,True,COMPLETE,
G4_view_minus,F2_edge,yaw2475_pitchp0300_roll+015,NEW_26,REUSED_BASELINE,0.15863952040672302,True,COMPLETE,
G4_view_minus,F3_edge,yaw240_pitch+015_roll+015,NEW_26,REUSED_BASELINE,0.1361619234085083,True,COMPLETE,
