idx,yaw,pitch,roll,sun_x,sun_y,sun_z,det_x,det_y,det_z,out_prefix,render_sec
100,10.0,40.0,0.0,0.9578262567520142,0.0,0.2873478829860687,0.44543540477752686,-0.8908708095550537,0.08908708393573761,yaw010.00_pitch+40.00,0.310
101,10.0,45.0,0.0,0.9578262567520142,0.0,0.2873478829860687,0.44543540477752686,-0.8908708095550537,0.08908708393573761,yaw010.00_pitch+45.00,0.317
102,10.0,50.0,0.0,0.9578262567520142,0.0,0.2873478829860687,0.44543540477752686,-0.8908708095550537,0.08908708393573761,yaw010.00_pitch+50.00,0.311
103,10.0,55.0,0.0,0.9578262567520142,0.0,0.2873478829860687,0.44543540477752686,-0.8908708095550537,0.08908708393573761,yaw010.00_pitch+55.00,0.317
104,10.0,60.0,0.0,0.9578262567520142,0.0,0.2873478829860687,0.44543540477752686,-0.8908708095550537,0.08908708393573761,yaw010.00_pitch+60.00,0.318
105,10.0,65.0,0.0,0.9578262567520142,0.0,0.2873478829860687,0.44543540477752686,-0.8908708095550537,0.08908708393573761,yaw010.00_pitch+65.00,0.320
106,10.0,70.0,0.0,0.9578262567520142,0.0,0.2873478829860687,0.44543540477752686,-0.8908708095550537,0.08908708393573761,yaw010.00_pitch+70.00,0.319
107,10.0,75.0,0.0,0.9578262567520142,0.0,0.2873478829860687,0.44543540477752686,-0.8908708095550537,0.08908708393573761,yaw010.00_pitch+75.00,0.319
108,10.0,80.0,0.0,0.9578262567520142,0.0,0.2873478829860687,0.44543540477752686,-0.8908708095550537,0.08908708393573761,yaw010.00_pitch+80.00,0.318
109,10.0,85.0,0.0,0.9578262567520142,0.0,0.2873478829860687,0.44543540477752686,-0.8908708095550537,0.08908708393573761,yaw010.00_pitch+85.00,0.312
110,10.0,90.0,0.0,0.9578262567520142,0.0,0.2873478829860687,0.44543540477752686,-0.8908708095550537,0.08908708393573761,yaw010.00_pitch+90.00,0.313
111,15.0,-90.0,0.0,0.9578262567520142,0.0,0.2873478829860687,0.44543540477752686,-0.8908708095550537,0.08908708393573761,yaw015.00_pitch-90.00,0.313
112,15.0,-85.0,0.0,0.9578262567520142,0.0,0.2873478829860687,0.44543540477752686,-0.8908708095550537,0.08908708393573761,yaw015.00_pitch-85.00,0.312
113,15.0,-80.0,0.0,0.9578262567520142,0.0,0.2873478829860687,0.44543540477752686,-0.8908708095550537,0.08908708393573761,yaw015.00_pitch-80.00,0.313
114,15.0,-75.0,0.0,0.9578262567520142,0.0,0.2873478829860687,0.44543540477752686,-0.8908708095550537,0.08908708393573761,yaw015.00_pitch-75.00,0.312
115,15.0,-70.0,0.0,0.9578262567520142,0.0,0.2873478829860687,0.44543540477752686,-0.8908708095550537,0.08908708393573761,yaw015.00_pitch-70.00,0.312
116,15.0,-65.0,0.0,0.9578262567520142,0.0,0.2873478829860687,0.44543540477752686,-0.8908708095550537,0.08908708393573761,yaw015.00_pitch-65.00,0.314
117,15.0,-60.0,0.0,0.9578262567520142,0.0,0.2873478829860687,0.44543540477752686,-0.8908708095550537,0.08908708393573761,yaw015.00_pitch-60.00,0.316
118,15.0,-55.0,0.0,0.9578262567520142,0.0,0.2873478829860687,0.44543540477752686,-0.8908708095550537,0.08908708393573761,yaw015.00_pitch-55.00,0.313
119,15.0,-50.0,0.0,0.9578262567520142,0.0,0.2873478829860687,0.44543540477752686,-0.8908708095550537,0.08908708393573761,yaw015.00_pitch-50.00,0.326
120,15.0,-45.0,0.0,0.9578262567520142,0.0,0.2873478829860687,0.44543540477752686,-0.8908708095550537,0.08908708393573761,yaw015.00_pitch-45.00,0.333
121,15.0,-40.0,0.0,0.9578262567520142,0.0,0.2873478829860687,0.44543540477752686,-0.8908708095550537,0.08908708393573761,yaw015.00_pitch-40.00,0.320
122,15.0,-35.0,0.0,0.9578262567520142,0.0,0.2873478829860687,0.44543540477752686,-0.8908708095550537,0.08908708393573761,yaw015.00_pitch-35.00,0.310
123,15.0,-30.0,0.0,0.9578262567520142,0.0,0.2873478829860687,0.44543540477752686,-0.8908708095550537,0.08908708393573761,yaw015.00_pitch-30.00,0.309
124,15.0,-25.0,0.0,0.9578262567520142,0.0,0.2873478829860687,0.44543540477752686,-0.8908708095550537,0.08908708393573761,yaw015.00_pitch-25.00,0.314
125,15.0,-20.0,0.0,0.9578262567520142,0.0,0.2873478829860687,0.44543540477752686,-0.8908708095550537,0.08908708393573761,yaw015.00_pitch-20.00,0.317
126,15.0,-15.0,0.0,0.9578262567520142,0.0,0.2873478829860687,0.44543540477752686,-0.8908708095550537,0.08908708393573761,yaw015.00_pitch-15.00,0.317
127,15.0,-10.0,0.0,0.9578262567520142,0.0,0.2873478829860687,0.44543540477752686,-0.8908708095550537,0.08908708393573761,yaw015.00_pitch-10.00,0.318
