yaw,pitch,roll,ocs_no_occ,ocs_with_occ,occlusion_ratio,visible_faces_no_occ,visible_faces_with_occ,ocs_no_occ_jinshuzhuti,ocs_no_occ_taiyangnengban,ocs_no_occ_yinshenban,ocs_with_occ_jinshuzhuti,ocs_with_occ_taiyangnengban,ocs_with_occ_yinshenban,visible_faces_no_occ_jinshuzhuti,visible_faces_no_occ_taiyangnengban,visible_faces_no_occ_yinshenban,visible_faces_with_occ_jinshuzhuti,visible_faces_with_occ_taiyangnengban,visible_faces_with_occ_yinshenban
70.0,90.0,0.0,0.056653182556471074,0.010670109068010898,0.8116591409957404,32347,3032,0.02790230090375493,0.028351464799688593,0.00039941685302755244,0.000926566414810131,0.009481220318774502,0.0002623223344262656,30890,1300,157,2665,341,26
75.0,-90.0,0.0,0.03266929069028962,0.010831099676362425,0.6684623557014728,33093,5999,0.002598534878233299,0.028312464124967174,0.0017582916870891448,0.0009052374250975326,0.008952658692840535,0.0009732035584243551,31269,1427,397,5513,386,100
75.0,-85.0,0.0,0.033335532969055434,0.01051427751439987,0.6845924880169152,33148,5825,0.0026686985768939997,0.029431677962897904,0.00123515642926353,0.00053185924621616,0.009284484534788421,0.0006979337333952907,31313,1436,399,5341,389,95
75.0,-80.0,0.0,0.034039701770705005,0.010647429307331703,0.6872055642833212,33142,5510,0.0031557998010039905,0.030096527912908098,0.0007873740567929176,0.000741741210066688,0.009453985466037165,0.00045170263122784973,31276,1466,400,5060,369,81
75.0,-75.0,0.0,0.03504280292679519,0.010767540043463268,0.6927317696031113,33458,5760,0.004365664956209882,0.0302556447908798,0.00042149317970550286,0.000904605014093302,0.009614157876350074,0.00024877715301989254,31585,1473,400,5287,408,65
75.0,-70.0,0.0,0.04415624178046001,0.011170850395241861,0.7470153721237848,33006,4574,0.01391195441999881,0.029915699718338032,0.00032858764212316343,0.0016209013803364946,0.009352344924748054,0.00019760409015731238,31475,1375,156,4206,347,21
75.0,-65.0,0.0,0.0647972398638988,0.010805737820367844,0.8332376835330579,33317,4499,0.03536980524224896,0.02908479683063403,0.0003426377910158157,0.002868401250028006,0.007734821975822101,0.0002025145945177362,31797,1364,156,4175,302,22
75.0,-60.0,0.0,0.03745191872652422,0.00849575182653388,0.773155765701344,33433,4890,0.009294824436674634,0.02780478683132978,0.00035230745851980855,0.0013251589600430744,0.006931568965722742,0.00023902390076806408,31898,1379,156,4558,306,26
75.0,-55.0,0.0,0.030480319248479087,0.007193182391228953,0.7640056741994958,33614,5008,0.003977264324089721,0.02614519132505595,0.00035786359933341453,0.000740726173857307,0.0062060501640239605,0.00024640605334768593,32053,1403,158,4655,327,26
75.0,-50.0,0.0,0.02702875633022639,0.005438454068047237,0.7987900737421134,33891,5253,0.002494510542173997,0.02417456434570865,0.0003596814423437464,0.0005042989631896552,0.004678024470490743,0.0002561306343668388,32331,1403,157,4918,305,30
75.0,-45.0,0.0,0.024704959601361036,0.005106034660172976,0.7933194491080375,39356,6258,0.0022825152582042285,0.021963541518382666,0.0004589028247741412,0.0005480802435708497,0.004250535016191712,0.00030741940041041453,37422,1487,447,5816,346,96
75.0,-40.0,0.0,0.02400273433133096,0.0050866016581642744,0.78808240811445,39627,5793,0.0036764267891129547,0.01958162451415599,0.0007446830280620143,0.0012943874229298588,0.0033474392866800996,0.00044477494855431625,37688,1494,445,5398,299,96
75.0,-35.0,0.0,0.023434498031321038,0.004431818544359001,0.810884852816744,39794,5634,0.00527767278120314,0.017087768779969446,0.0010690564701484502,0.0005732029904734605,0.0032612542894418454,0.0005973612644436953,37821,1528,445,5237,302,95
75.0,-30.0,0.0,0.021996426210656606,0.004346969209145596,0.8023783878564955,39819,5756,0.006027492501529753,0.014551172161084595,0.0014177615480422585,0.0007456177642724805,0.0028376165128848755,0.0007637349319882401,37850,1528,441,5340,318,98
75.0,-25.0,0.0,0.020011810028544498,0.003953906314491873,0.8024213547474172,39876,5835,0.006192067396115939,0.012043246465440218,0.0017764961669883437,0.0004014651047123584,0.0026171177815889493,0.0009353234281905653,37913,1523,440,5424,307,104
75.0,-20.0,0.0,0.014376533408762597,0.0034863558173580836,0.7574967679459413,40055,5973,0.0026096795992140076,0.009635554335457961,0.0021312994740906276,0.0004014595572602796,0.001982835117885007,0.0011020611422127972,38094,1523,438,5547,320,106
75.0,-15.0,0.0,0.012832847880580363,0.0033346402021427477,0.7401480767812281,40190,6125,0.002966595399855607,0.0073979312630515996,0.002468321217673156,0.0005454463663531674,0.0015298717073219128,0.0012593221284676673,38224,1525,441,5704,316,105
75.0,-10.0,0.0,0.017373522602933178,0.003448937706004916,0.8014831082429633,40290,6374,0.009203749294261637,0.0053954709355573975,0.0027743023731141426,0.0008037820159659881,0.001243797463766429,0.0014013582262724991,38324,1524,442,5908,363,103
75.0,-5.0,0.0,0.014092263347881707,0.005032150581178056,0.6429139551997891,40446,6393,0.007369683489912655,0.0036854557556793874,0.003037124102289665,0.002581460926598537,0.0009270807492837046,0.0015236089052958152,38466,1532,448,5887,403,103
75.0,0.0,0.0,0.018785209893818322,0.008234274906465168,0.5616618098488837,40543,6749,0.013223734836114224,0.002314993223370079,0.00324648183433402,0.005788019254865579,0.0007279975786723209,0.0017182580729272682,38552,1533,458,6193,447,109
75.0,5.0,0.0,0.04621718051793945,0.009096987620147344,0.8031687022401486,40708,6803,0.0415030117194391,0.0013195296256071814,0.003394639172893167,0.0067752062785377005,0.0005293169676934247,0.001792464373916219,38737,1508,463,6308,383,112
75.0,10.0,0.0,0.059081172371387713,0.01066978876718615,0.8194045862848619,40574,6999,0.05488010096429857,0.0007257419846787714,0.0034753294224103724,0.008471266544378128,0.0003651263494700936,0.001833395873337928,38672,1433,469,6496,391,112
75.0,15.0,0.0,0.1399008022353316,0.05501032941485309,0.6067904648443798,32392,4815,0.13577420028901213,0.0006412285049489376,0.003485373441370531,0.05283723552243326,0.0003335020554849818,0.001839591836934847,31369,594,429,4560,153,102
75.0,20.0,0.0,0.04081580574285146,0.015925634427130967,0.6098169780730053,41058,6037,0.036477056214160336,0.0009164250541909187,0.0034223244745002026,0.013678548416870193,0.0004378130131296868,0.0018092729971310865,39172,1415,471,5414,509,114
75.0,25.0,0.0,0.024432161440711822,0.015257666062377693,0.37550895366328396,40842,5879,0.01947111234884793,0.0016716030440697524,0.0032894460477941416,0.012799835097182247,0.0007178473966574798,0.0017399835685379663,38945,1428,469,5236,530,113
75.0,30.0,0.0,0.011801274977016512,0.0037604680825468247,0.681350693897863,40575,5743,0.005893817900681931,0.0028169183790580843,0.003090538697276495,0.0010100568475682474,0.001108279584447689,0.0016421316505308887,38683,1428,464,5134,498,111
75.0,35.0,0.0,0.014650305104814557,0.003940601815482708,0.7310225427190795,40269,5269,0.007491773250733348,0.004325533099093231,0.0028329987549879764,0.0008177138492846764,0.001608634606083709,0.0015142533601143222,38379,1434,456,4678,482,109
75.0,40.0,0.0,0.011602207625129837,0.004080108408373631,0.6483334430650673,40225,4924,0.0029181171113054315,0.00615755154351366,0.002526538970310744,0.0004735518835272675,0.0022443751474332417,0.0013621813774131214,38324,1450,451,4364,453,107
75.0,45.0,0.0,0.012262217647615179,0.004333072993121647,0.6466321902250393,40026,4757,0.0018198023886007268,0.008260296700608682,0.00218211855840577,0.00025104893928771924,0.002892511993535028,0.0011895120602988998,38150,1430,446,4212,438,107
75.0,50.0,0.0,0.014069070600162626,0.00488564531266543,0.652738588673444,39493,4554,0.0016846541644911991,0.010572130667682731,0.001812285767988696,0.00024027562804723355,0.003648365327773726,0.0009970043568444708,37619,1428,446,4027,424,103
75.0,55.0,0.0,0.01623952001629864,0.005453810998589147,0.6641642737522118,39353,4230,0.0017834672613377713,0.013025327780429603,0.0014307249745312669,0.00019977929029985848,0.004449426810415319,0.0008046048978739687,37484,1422,447,3716,410,104
75.0,60.0,0.0,0.018437641134726526,0.006096913175133186,0.6693224946411445,39138,4004,0.0018371399037177682,0.015548888136472296,0.0010516130945364634,0.0002119996114799743,0.005273803301558574,0.0006111102620946379,37295,1396,447,3493,407,104
75.0,65.0,0.0,0.02085610430067819,0.006749283834578542,0.6763880858440533,38902,4031,0.002096172090788927,0.018070720005668176,0.0006892122042210854,0.00023634554877741362,0.006088968435074893,0.00042396985072623496,37054,1402,446,3533,399,99
75.0,70.0,0.0,0.027854601453223344,0.007534268769447315,0.7295143934441235,33756,3654,0.006950609071817248,0.020521289045510108,0.0003827033358959855,0.000385589017933771,0.00688973597596104,0.00025894377555250376,32272,1328,156,3284,339,31
75.0,75.0,0.0,0.04023802350155566,0.008134566774525051,0.7978388085038383,33044,3209,0.017005588510771746,0.02284549247259581,0.00038694251818810254,0.00021999050903294097,0.007658439244524197,0.00025613702096791374,31568,1320,156,2836,341,32
75.0,80.0,0.0,0.029992070294300545,0.008889420081727585,0.7036076538065177,32854,3118,0.004642329954641071,0.024961787578344122,0.00038795276131535223,0.00028055950716839874,0.008357627083722072,0.0002512334908371149,31378,1319,157,2741,345,32
75.0,85.0,0.0,0.031460455804362616,0.00957913900291374,0.695518111292418,32669,3122,0.004266482172878233,0.02680872111795365,0.00038525251353073225,0.00037366603777510513,0.008966241335737812,0.0002392316294008221,31215,1297,157,2751,343,28
75.0,90.0,0.0,0.03785162395627526,0.010390601725308885,0.7254912566680968,32428,3029,0.009148148026048112,0.028325037706643248,0.0003784382235839024,0.0006621532206983868,0.0094644777880847,0.00026397071652579804,30974,1297,157,2656,344,29
80.0,-90.0,0.0,0.03233420924675713,0.010427012708955631,0.6775238067712641,33453,5987,0.0025869264012492476,0.028295568346313065,0.001451714499194819,0.0006751077059143686,0.0089411722282117,0.0008107327748295624,31615,1441,397,5514,376,97
80.0,-85.0,0.0,0.03339096769302885,0.010562114936800222,0.68368347291099,33359,5863,0.0029615175142145137,0.029419558719353832,0.0010098914594605028,0.0007139850349299885,0.009260470726045616,0.0005876591758246176,31509,1452,398,5404,373,86
80.0,-80.0,0.0,0.03451248508541225,0.010752612498187994,0.6884428208638933,33359,5574,0.0037712819200355187,0.030089684462586374,0.000651518702790359,0.0010151415366038484,0.009354719223439063,0.0003827517381450819,31491,1469,399,5121,374,79
80.0,-75.0,0.0,0.037936525802940206,0.010686270950783602,0.7183118188973598,33580,5840,0.007297349469863072,0.030254039106263474,0.0003851372268136561,0.0012442957862352556,0.009222575990513971,0.00021939917403437646,31705,1475,400,5352,425,63
80.0,-70.0,0.0,0.07628922722442698,0.013752055232563206,0.8197379140817939,33028,4773,0.046054865540261225,0.029910192450637477,0.00032416923352827524,0.004467103230518682,0.009099197048623154,0.0001857549534213694,31519,1353,156,4404,350,19
80.0,-65.0,0.0,0.046776219383420435,0.010252725797548988,0.7808132864798601,33332,4699,0.017374803751177698,0.029070340311507,0.00033107532073573475,0.002235829583221513,0.00782381025607383,0.00019308595825364615,31812,1364,156,4341,338,20
80.0,-60.0,0.0,0.032640525419502686,0.008038196578839536,0.7537356866799478,33862,5185,0.004525834421394101,0.02778117807167994,0.00033351292642864474,0.0006941200008432594,0.007120335077647547,0.00022374150034873078,32319,1387,156,4817,340,28
80.0,-55.0,0.0,0.030220647854597403,0.006889966651924318,0.7720112856258254,39271,5929,0.0036330157757534925,0.026119636741989916,0.0004679953368539932,0.0007308394794474277,0.0058686716742619984,0.0002904554982148927,37348,1480,443,5440,397,92
80.0,-50.0,0.0,0.02821408932413466,0.0056950012568865735,0.7981504491794813,39589,5865,0.0033322257591342948,0.024153989715967418,0.0007278738490329485,0.00048614529816574904,0.004795896777679916,0.00041295918104090835,37661,1487,441,5419,351,95
80.0,-45.0,0.0,0.026053650051275665,0.005679807107854141,0.7819957243351382,39893,5916,0.003055039871374053,0.021946600086273506,0.0010520100936281074,0.0007312069350610458,0.004383268296255695,0.0005653318765373994,37946,1509,438,5470,349,97
80.0,-40.0,0.0,0.029552425272768742,0.005369668112364192,0.8183002558063448,39836,6093,0.008564716639205126,0.01956148483720497,0.0014262237963586462,0.0008984337174322977,0.003728303460981375,0.0007429309339505183,37892,1504,440,5667,324,102
80.0,-35.0,0.0,0.06090562974444058,0.004988410113016585,0.9180960752897901,39839,5968,0.04200492528262708,0.017064611707381785,0.001836092754431716,0.0009896439512385594,0.0030659922996413335,0.000932773862136692,37900,1498,441,5558,308,102
80.0,-30.0,0.0,0.03443501142788656,0.004538462242637823,0.868202098548966,39870,6254,0.017643092538113112,0.014525022778585788,0.0022668961111876585,0.0005823405162635313,0.0028241910801203368,0.001131930646253955,37936,1495,439,5837,315,102
80.0,-25.0,0.0,0.019116331101677767,0.004031987460968708,0.7890815219969256,40051,6301,0.004398615680079525,0.012014122065751637,0.002703593355846605,0.0004128531200717399,0.002284108874436575,0.001335025466460393,38106,1508,437,5881,317,103
80.0,-20.0,0.0,0.015190676961918188,0.003485459910147988,0.7705526936761438,40193,6490,0.0024560302004910744,0.00960350273688989,0.0031311440245372236,0.00039311280100564136,0.001558930128138084,0.0015334169810042625,38249,1511,433,6032,354,104
80.0,-15.0,0.0,0.016783562645992296,0.0036870817804802117,0.7803159044208865,40189,6621,0.005886105589734569,0.007362805523361296,0.0035346515328964307,0.0005363977463550735,0.001430786743708226,0.0017198972904169123,38247,1511,431,6132,383,106
80.0,-10.0,0.0,0.015883326758028594,0.0036686509045114482,0.7690250310655453,40285,6547,0.006625972756545561,0.0053573721028677135,0.0038999818986153213,0.0006510786316902878,0.0011297597513988283,0.001887812521422332,38334,1514,437,6030,409,108
80.0,-5.0,0.0,0.01655655871772561,0.003970648565679238,0.7601766989520459,40216,6604,0.0086967681544356,0.003645862598428048,0.004213927964861962,0.0010815023713977782,0.0008557136340845235,0.002033432560196936,38262,1512,442,6040,453,111
80.0,0.0,0.0,0.02528720357476403,0.009396481278001988,0.6284096321595865,40338,7032,0.01854571482277167,0.002276657648214933,0.004464831103777423,0.006491547336480032,0.000755632344519761,0.002149301597002196,38379,1511,448,6479,441,112
80.0,5.0,0.0,0.056216168968500554,0.008921054735392125,0.8413080275820497,40473,6816,0.05028800922649215,0.0012848691966157485,0.004643290545392653,0.006006726471636949,0.0005460799558364377,0.0023682483079187386,38524,1492,457,6304,396,116
80.0,10.0,0.0,0.06075873113239197,0.010637443508461639,0.8249232116898084,40361,7047,0.05532199458669644,0.0006933533793304029,0.004743383166365129,0.00783776352825199,0.00038193338228442936,0.0024177465979252203,38496,1404,461,6550,378,119
80.0,15.0,0.0,0.09593002082035758,0.044428568003003745,0.5368648143400023,32559,4853,0.09056187205423838,0.000606616777673423,0.004761531988445767,0.04165067588401199,0.000350247275752917,0.002427644843238842,31543,589,427,4595,150,108
80.0,20.0,0.0,0.047199857319909846,0.021910217901232296,0.5357990649689924,41140,6216,0.04162488406663384,0.00088035370131821,0.004694619551957796,0.019060060761420416,0.00045470026862981625,0.002395456871182066,39260,1411,469,5586,512,118
80.0,25.0,0.0,0.026795482075050045,0.018027477113897676,0.32721952665731213,40693,5970,0.020612938210339972,0.0016362874797143379,0.004546256384995735,0.014978903267220456,0.0007251615956290808,0.002323412251048141,38800,1426,467,5324,528,118
80.0,30.0,0.0,0.012335959039449625,0.004753440448691569,0.6146679448683021,40324,5920,0.005232881255229483,0.0027819124095882324,0.004321165374631909,0.0014227613830860816,0.0011170962591166948,0.0022135828064887924,38443,1432,449,5268,535,117
80.0,35.0,0.0,0.0157895932771287,0.004487339755967313,0.7158039680181474,40291,5590,0.007472086015294756,0.004290424128057324,0.004027083133776617,0.0007855043725338326,0.0016322769665796744,0.0020695584168538062,38403,1439,449,4950,525,115
80.0,40.0,0.0,0.013660230190946044,0.005164348371068973,0.6219428004594032,39968,5252,0.003863218987713378,0.006122719100623224,0.003674292102609443,0.0010199598967890302,0.002247886790250538,0.0018965016840294055,38074,1450,444,4617,520,115
80.0,45.0,0.0,0.013351871757093799,0.004910996802565572,0.6321866408014009,39736,5004,0.0018498809528907077,0.00822680907293831,0.003275181731264782,0.00026597662598337436,0.0029472692796596173,0.001697750896922581,37857,1436,443,4415,476,113
80.0,50.0,0.0,0.014992534904052628,0.005403808147084386,0.6395667456059293,39578,4772,0.0016083938834226936,0.010540520318080313,0.0028436207025496203,0.00020079985519891785,0.0037176536046650147,0.001485354687220454,37703,1435,440,4202,458,112
80.0,55.0,0.0,0.017396318311670322,0.00588981551857032,0.661433217474577,39473,4412,0.002005906808072429,0.012995976381412123,0.002394435122185772,0.00018512907898172087,0.0044488760513112235,0.001255810388277376,37595,1433,445,3864,442,106
80.0,60.0,0.0,0.022257412944183184,0.006501526990549814,0.7078938595939137,39249,3964,0.004792747918760698,0.015521980105295242,0.0019426849201272416,0.00017293857600339638,0.005273276367452656,0.0010553120470937615,37371,1433,445,3431,426,107
80.0,65.0,0.0,0.02175533855835682,0.007098861590966857,0.673695650751434,39068,3813,0.002205214344151364,0.018046437886720022,0.0015036863274854367,0.00017217153226320095,0.006096841650314729,0.0008298484083889272,37202,1424,442,3304,409,100
80.0,70.0,0.0,0.025750351950116494,0.007716015067962529,0.700353024964087,39015,3791,0.0041594338879846395,0.020498568523824794,0.00109234953830706,0.00020438982741631003,0.0068982171008179025,0.0006134081397283168,37147,1426,442,3285,409,97
80.0,75.0,0.0,0.043619378558828435,0.008267300404546074,0.8104672584136852,38744,3688,0.02008545835761387,0.02281067164699173,0.0007232485542228354,0.000213125300613968,0.007642621036813232,0.00041155406711887454,36901,1401,442,3188,404,96
80.0,80.0,0.0,0.03112095768423434,0.008829418189554482,0.7162870667689187,38211,4089,0.005791905646612392,0.024918498888210225,0.00041055314941172477,0.00024798326698436903,0.008330825966079234,0.00025060895649087905,36369,1399,443,3590,401,98
80.0,85.0,0.0,0.031066352861771517,0.009477408568541859,0.694930119067687,32794,3092,0.0039403291079741845,0.026771026685175878,0.0003549970686214554,0.00032017769572092574,0.008942264383687996,0.0002149664891329386,31324,1313,157,2723,342,27
80.0,90.0,0.0,0.03391234106936782,0.010174559742242528,0.6999747165366605,32509,3000,0.005260761717300961,0.02829611151154466,0.00035546784052219854,0.0005165483648336505,0.009446136671035494,0.0002118747063733833,31054,1300,155,2630,343,27
85.0,-90.0,0.0,0.03236996310020364,0.010245268518641184,0.6834945876544194,33601,6000,0.002981407095570912,0.028277163016422538,0.0011113929882101935,0.0006809388627990699,0.008925157243155436,0.0006391724126866764,31752,1449,400,5526,384,90
85.0,-85.0,0.0,0.03390453631767775,0.010555118724548044,0.6886812246700855,33564,5792,0.0037374967259323154,0.029406616339404335,0.0007604232523410995,0.001222136781233949,0.008890872534680239,0.00044210940863385575,31703,1461,400,5335,374,83
85.0,-80.0,0.0,0.035698859978756124,0.010461804486609296,0.7069428969766831,33673,5679,0.005115482061424955,0.0300821967978458,0.0005011811194853678,0.0010767268338970739,0.009089175652309949,0.0002959020004022718,31809,1464,400,5238,372,69
85.0,-75.0,0.0,0.056122944069102974,0.01272088169640618,0.7733390165572349,33926,6079,0.025525991113837153,0.030252218588815626,0.0003447343664501953,0.003201925234243408,0.009318726764014396,0.00020022969814837785,32088,1438,400,5545,447,87
85.0,-70.0,0.0,0.06345991471831441,0.013579094137271767,0.7860209204889954,33538,5196,0.0332360713745904,0.029904451580270323,0.0003193917634536922,0.003940920545189108,0.009455931648888083,0.0001822419431945758,32024,1359,155,4789,388,19
85.0,-65.0,0.0,0.03630042737547765,0.008935675949217159,0.7538410262559732,38891,5678,0.00684457438533063,0.029059368475612184,0.00039648451453483933,0.0009587578195899964,0.007754670584544743,0.00022224754508241802,37010,1439,442,5192,398,88
85.0,-60.0,0.0,0.03397371517306046,0.00793123291663869,0.7665479657953989,39321,5811,0.005615438087720403,0.02777104210426906,0.0005872349810710042,0.0007756378659410831,0.006819768692994003,0.0003358263577036052,37396,1483,442,5315,406,90
85.0,-55.0,0.0,0.03159900861380916,0.007334471820099587,0.7678891793809528,39461,6080,0.004624607963908428,0.026108242976427082,0.000866157673473649,0.0007126259101665459,0.0061497229901209104,0.0004721229198121306,37511,1508,442,5583,404,93
85.0,-50.0,0.0,0.028539342222977014,0.006020935473898534,0.7890303347968868,39540,6046,0.0031806449735840127,0.024139291137335976,0.0012194061120570276,0.0005694320504330481,0.0048256761152568285,0.0006258273082086575,37610,1492,438,5577,373,96
85.0,-45.0,0.0,0.02865850030555934,0.00551633567501963,0.807514851921629,39778,6248,0.005096289941382658,0.021928736290127517,0.001633474074049168,0.0008403324433905086,0.003859353909358097,0.0008166493222710251,37847,1492,439,5828,323,97
85.0,-40.0,0.0,0.07322071428899589,0.00573977557404892,0.9216099483625014,39776,6473,0.05158587154814416,0.01954037539968317,0.002094467341168555,0.001530056723287244,0.003180124571318315,0.0010295942794433608,37832,1507,437,6080,291,102
85.0,-35.0,0.0,0.09153794580821216,0.00542253246721278,0.9407619166091631,39861,6403,0.07190954495100509,0.017040519730332594,0.002587881126874489,0.0011698878380140007,0.002995825551288856,0.001256819077909923,37921,1503,437,5987,309,107
85.0,-30.0,0.0,0.025209829327517145,0.0051676759427956125,0.7950134498865897,40030,6634,0.007612972123449644,0.014498205706977574,0.003098651497089929,0.0010459117786323234,0.0026321119788483027,0.0014896521853149862,38090,1505,435,6202,326,106
85.0,-25.0,0.0,0.018428349324186254,0.004572495513619152,0.7518770979873933,40102,6919,0.0028324956761008745,0.011984685373506925,0.003611168274578454,0.0005222885301969024,0.0023225529519325973,0.001727654031489652,38165,1503,434,6452,357,110
85.0,-20.0,0.0,0.01736513929578778,0.00429901956431962,0.7524339142293881,40091,6991,0.003683817195788395,0.009571685200075144,0.004109636899924243,0.0005549272910392554,0.0017879770873185947,0.0019561151859617703,38162,1499,430,6504,375,112
85.0,-15.0,0.0,0.019498358542420328,0.004118245963047074,0.788790120251021,40112,6972,0.007591223263335449,0.007328939473011842,0.004578195806073037,0.0004809632357076337,0.0014675938794248213,0.002169688847914619,38188,1495,429,6461,395,116
85.0,-10.0,0.0,0.02155485455571547,0.004080921873263835,0.8106727251294887,40054,6898,0.011231262140804619,0.005322046163816421,0.00500154625109443,0.0005467034955716371,0.0011704154809604177,0.00236380289673178,38126,1503,425,6345,433,120
85.0,-5.0,0.0,0.027604254239485378,0.004210656553333856,0.8474634917935622,39993,6954,0.018628480353637202,0.00361042079853606,0.005365353087312116,0.0007068578535057895,0.0009745992408224472,0.0025291994590056197,38054,1511,428,6376,456,122
85.0,0.0,0.0,0.029412253882055674,0.005198366825716233,0.8232584674890304,40234,6933,0.021511052085288338,0.0022442373232182114,0.005656964473549125,0.001736494515734135,0.0008008337840667459,0.0026610385259153518,38294,1511,429,6382,427,124
85.0,5.0,0.0,0.051572580510463706,0.016847038254432005,0.6733334247059082,40162,6815,0.04444944028425377,0.001257141451578104,0.005865998774631828,0.01352942604447541,0.00056183918313849,0.0027557730268181055,38243,1485,434,6303,383,129
85.0,10.0,0.0,0.05654154138662579,0.0093695850796789,0.8342884744579113,39849,7173,0.049891248573837255,0.0006654546367319413,0.005984838176056589,0.0061601877593425135,0.0003997625321998221,0.0028096347881365648,38025,1385,439,6672,369,132
85.0,15.0,0.0,0.0796052496897469,0.0331518200345976,0.5835473142311174,32156,4940,0.07301965118243717,0.0005748466887429123,0.006010751818566817,0.02996139756191335,0.00036838013337633533,0.0028220423393079176,31177,570,409,4670,150,120
85.0,20.0,0.0,0.04168813645116562,0.011286806885492648,0.7292561422429075,40725,6359,0.03489708397478976,0.0008502787912762064,0.0059407736850996574,0.00803332408611998,0.0004628586677774359,0.0027906241315952315,38893,1389,443,5713,518,128
85.0,25.0,0.0,0.028697231296532275,0.006696809463932438,0.766639178716113,40135,6061,0.021310385281961504,0.0016086697193367187,0.00577817629523405,0.0032459127638478575,0.0007339966963209192,0.0027169000037636616,38281,1413,441,5396,541,124
85.0,30.0,0.0,0.01328183035512399,0.005304816836348149,0.6005959499172788,39757,6025,0.0050021653953613125,0.0027520483531536903,0.005527616606608987,0.001574767086546273,0.0011281291826737267,0.0026019205671281493,37905,1413,439,5362,544,119
85.0,35.0,0.0,0.014853708392593598,0.0047508565860407675,0.6801568698891616,39753,5767,0.005398106619499297,0.004257846967314023,0.005197754805780278,0.000657321234074204,0.0016429323164059227,0.0024506030355606404,37902,1412,439,5101,549,117
85.0,40.0,0.0,0.022016531654347297,0.005161017879163876,0.7655844271845242,39761,5557,0.011127333084808805,0.006089059156858769,0.004800139412679724,0.0006178035303822978,0.0022736131897563407,0.002269601159025237,37902,1422,437,4898,541,118
85.0,45.0,0.0,0.014697375255126995,0.005302359525373364,0.6392308535822611,39624,5208,0.0021558567464683813,0.008193303635231537,0.004348214873427077,0.0002897748874608835,0.002950856090877568,0.002061728547034913,37778,1411,435,4573,522,113
85.0,50.0,0.0,0.015992118688113646,0.005783905846827292,0.6383277313264153,39504,4915,0.0016269487671484238,0.01050827431219575,0.0038568956087694714,0.00022370553418932048,0.0037222674686414672,0.001837932843996504,37649,1423,432,4303,498,114
85.0,55.0,0.0,0.018343369531545965,0.006347261445970951,0.6539751633387059,39244,4554,0.0020356152781507053,0.01296569890586004,0.0033420553475352207,0.0002108723370849838,0.004535001448900917,0.0016013876599850502,37381,1423,440,3984,458,112
85.0,60.0,0.0,0.020573861945050516,0.0069692970045148964,0.6612547987767794,39209,4341,0.0022600329745818925,0.015494110183708776,0.002819718786759848,0.00019323032474243224,0.005378154943616504,0.0013979117361559597,37337,1433,439,3773,458,110
85.0,65.0,0.0,0.022809446829861142,0.007486516211221682,0.6717800187323851,39107,4124,0.002482323589890674,0.018021216047068404,0.002305907192902064,0.00023439588581419558,0.006097076206884424,0.0011550441185230623,37233,1433,441,3574,442,108
85.0,70.0,0.0,0.02707628780147029,0.008173056673674663,0.6981470749017946,39024,3977,0.004784000945653295,0.020476070499176276,0.0018162163566407196,0.00035742995882283876,0.006897770793814175,0.000917855921037648,37151,1433,440,3449,426,102
85.0,75.0,0.0,0.03430230395528979,0.008556635580762958,0.7505521613966274,38900,3603,0.010145775692302073,0.02279090799731434,0.001365620265673377,0.00018999753553725318,0.007652694819397888,0.0007139432258278186,37021,1440,439,3091,411,101
85.0,80.0,0.0,0.03147145355536611,0.009073560665523011,0.711689177318729,38694,3502,0.005601237576375744,0.024901895507766003,0.00096832047122436,0.0002183811487907793,0.008342451302872096,0.0005127282138601364,36829,1425,440,2998,410,94
85.0,85.0,0.0,0.03161473890297129,0.009568616527402977,0.6973368479565816,38464,3438,0.004228641169611721,0.026748180350774337,0.0006379173825852358,0.0002961888477227162,0.008932818603161223,0.00033960907651903844,36648,1377,439,2943,401,94
85.0,90.0,0.0,0.033083141227577204,0.010160388403250202,0.6928832019499775,37879,3851,0.004426747198515616,0.02826871030709057,0.0003876837219710151,0.000510789586603918,0.009429590467356284,0.00022000834928999967,36071,1370,438,3350,404,97
90.0,-90.0,0.0,0.03279198920914098,0.010528271521081014,0.6789376986576285,36031,6136,0.003789564967457994,0.02825817247216488,0.0007442517695181127,0.0015224079075834133,0.008574265768019985,0.0004315978454776162,34162,1466,403,5683,382,71
90.0,-85.0,0.0,0.03396599862891321,0.01034028500523837,0.6955695276853627,35986,5898,0.0040814735326502,0.029393083194307827,0.0004914419019551863,0.0010827708165775745,0.008960015855197317,0.0002974983334634782,34152,1431,403,5423,407,68
90.0,-80.0,0.0,0.04069754873395632,0.011412617427095383,0.7195748200536418,35745,5737,0.0102844860634936,0.030074217158085947,0.0003388455123767705,0.0017662849901178806,0.009444015491537923,0.00020231694543957994,33908,1433,404,5263,410,64
90.0,-75.0,0.0,0.0872703696048732,0.016854760162785455,0.8068673223329137,30781,4858,0.056701565657354194,0.030251034512958186,0.0003177694345608155,0.007424728160715649,0.00924899063407059,0.0001810413679992132,29290,1356,135,4474,373,11
90.0,-70.0,0.0,0.042769499712789316,0.010681895466248587,0.7502450218501295,36751,5501,0.0124791542692615,0.029902466532925602,0.0003878789106022149,0.0013236897606267567,0.009140845409127917,0.00021736029649391188,34842,1469,440,4966,449,86
