yaw,pitch,roll,ocs_no_occ,ocs_with_occ,occlusion_ratio,visible_faces_no_occ,visible_faces_with_occ,ocs_no_occ_jinshuzhuti,ocs_no_occ_taiyangnengban,ocs_no_occ_yinshenban,ocs_with_occ_jinshuzhuti,ocs_with_occ_taiyangnengban,ocs_with_occ_yinshenban,visible_faces_no_occ_jinshuzhuti,visible_faces_no_occ_taiyangnengban,visible_faces_no_occ_yinshenban,visible_faces_with_occ_jinshuzhuti,visible_faces_with_occ_taiyangnengban,visible_faces_with_occ_yinshenban
280.0,85.0,0.0,0.032605173066628565,0.010293507501495413,0.684298332646152,33207,5184,0.003862672689798292,0.026782616324613324,0.001959884052216947,0.00021756898975888982,0.008992542241651302,0.0010833962700852217,31477,1333,397,4641,421,122
280.0,90.0,0.0,0.033854046369660086,0.01049570767531305,0.689971840863334,33240,5009,0.0041146149768745265,0.02829631773841351,0.0014431136543720528,0.00020547641017012368,0.009479092981956677,0.0008111382831862499,31499,1342,399,4493,406,110
285.0,-90.0,0.0,0.043553516132232566,0.012532017274866141,0.7122616406717253,32738,5639,0.014859054608308627,0.028325584967303717,0.00036887655662022064,0.005107976986257779,0.00719707338839444,0.00022696690021392236,31161,1376,201,5257,318,64
285.0,-85.0,0.0,0.06893071157054265,0.012290145912064714,0.8217029008979957,32622,5379,0.03912601234122666,0.02944703071269821,0.0003576685166177784,0.0038338479422211007,0.008242602556774196,0.00021369541306941642,31056,1367,199,4995,325,59
285.0,-80.0,0.0,0.04938812731567246,0.013367998687158652,0.7293276863543569,32399,5046,0.01893699745729294,0.030109107748625647,0.00034202210975387297,0.0036977946556791905,0.009447956075491927,0.00022224795598753391,30862,1339,198,4667,326,53
285.0,-75.0,0.0,0.03856078531449015,0.012366173361204387,0.6793070146173217,32020,4904,0.007978757799432863,0.030260220256983633,0.0003218072580736524,0.0026723949255504625,0.009505495143600669,0.0001882832920532549,30478,1346,196,4509,364,31
285.0,-70.0,0.0,0.041619655459362505,0.01390734528283228,0.665846698408846,32769,5504,0.01110664543533224,0.029913670647983746,0.0005993393760465186,0.004075506250070441,0.009489437887509212,0.00034240114525262746,30926,1441,402,5031,406,67
285.0,-65.0,0.0,0.03885984650400908,0.011888251584476671,0.6940736350245185,32532,5714,0.008682432941200571,0.029081684263457398,0.001095729299351108,0.0020089625642568075,0.009242328429981732,0.0006369605902381312,30670,1460,402,5204,402,108
285.0,-60.0,0.0,0.03371993154688057,0.010998871755792793,0.6738169014222006,32548,5861,0.004251356277624593,0.027805380881966983,0.001663194387288989,0.0011895596736330994,0.008871444040772995,0.0009378680413866995,30691,1455,402,5337,408,116
285.0,-55.0,0.0,0.035481249514186915,0.014108101187413057,0.6023786822453353,32628,6162,0.007033307255029587,0.026154092088607014,0.0022938501705503187,0.004469353729341227,0.008370048183534498,0.001268699274537332,30771,1457,400,5619,415,128
285.0,-50.0,0.0,0.03689724144191903,0.016645202733160253,0.5488767701140497,32561,6323,0.009723279282731978,0.02419568596920819,0.0029782761899788592,0.0072430146212318705,0.007770188502909557,0.0016319996090188261,30692,1470,399,5753,423,147
285.0,-45.0,0.0,0.06349231964885473,0.030006646395303847,0.5273972259754238,32637,6468,0.037791872125891315,0.02199493292723216,0.0037055145957312543,0.020894101978956702,0.007099054892636715,0.0020134895237104303,30778,1464,395,5881,431,156
285.0,-40.0,0.0,0.03856403003803208,0.014366010308214673,0.6274764257250389,32800,6675,0.014485022924913226,0.01961599358671733,0.004463013526401518,0.005271486039936048,0.0066832045892119794,0.0024113196790666452,30950,1455,395,6063,449,163
285.0,-35.0,0.0,0.033152969500836925,0.011255056345257591,0.6605113655060835,32755,6758,0.010791110329828484,0.01712499430770023,0.0052368648633082104,0.0025091739027618748,0.005929190264182975,0.0028166921783127404,30890,1473,392,6148,442,168
285.0,-30.0,0.0,0.029116750842866065,0.014091344848836295,0.5160399275014288,32699,6975,0.008513397125390443,0.014591378156535814,0.0060119755609398095,0.0057547851713811325,0.005113082019211273,0.003223477658243889,30822,1488,389,6325,477,173
285.0,-25.0,0.0,0.02552532121927037,0.009576318960805314,0.6248306190334771,32703,7013,0.00666641964274204,0.012086841112849793,0.006772060463678538,0.0016541836888239504,0.004297050229515634,0.003625085042465729,30830,1486,387,6341,491,181
285.0,-20.0,0.0,0.02468256252430431,0.008836761223566393,0.6419836386572484,32527,7100,0.007498730843673007,0.009683815950326056,0.007500015730305249,0.0012775700977956596,0.003548253242211671,0.004010937883559063,30653,1487,387,6426,491,183
285.0,-15.0,0.0,0.02901867799590116,0.00944755626243655,0.6744318861193125,32526,7076,0.013386723640643059,0.007453650393124445,0.008178303962133655,0.002264966523533073,0.002813815233187217,0.004368774505716259,30652,1492,382,6406,485,185
285.0,-10.0,0.0,0.020990915344548444,0.009169150304396615,0.5631848276317337,32310,7260,0.006739609256189741,0.00546197546351171,0.008789330624846992,0.002309689862070352,0.002170864690371144,0.004688595751955118,30442,1492,376,6556,519,185
285.0,-5.0,0.0,0.022358593775941887,0.00958826693270437,0.5711596610775469,32177,7297,0.009278101641549068,0.0037645541858310244,0.009315937948561795,0.003016909250727251,0.001605357104127895,0.004966000577849223,30310,1499,368,6616,495,186
285.0,0.0,0.0,0.03114310535795532,0.012010532884386381,0.6143437609596514,32024,7257,0.018986952322305323,0.0024137162698751272,0.00974243676577487,0.00566240081978096,0.0011571969852156845,0.005190935079389738,30169,1499,356,6597,475,185
285.0,5.0,0.0,0.04446087794298831,0.015244188904878261,0.6571325261632099,31653,7101,0.0329561812862037,0.0014499882903232643,0.01005470836646134,0.009039113072483847,0.0008497514372465427,0.005355324395147873,29819,1488,346,6484,436,181
285.0,10.0,0.0,0.06618325888636754,0.021051028840270564,0.6819281915927735,30972,6779,0.05504992980943817,0.0008909560641887138,0.010242373012740658,0.014917226876542752,0.0006761477574579848,0.005457654206269828,29247,1393,332,6214,383,182
285.0,15.0,0.0,0.14727704336399314,0.052091749206762294,0.6463009575903946,22286,4603,0.13615657093798397,0.0008207962056548247,0.010299676220354359,0.04594841773631424,0.0006573916469503889,0.00548593982349767,21362,628,296,4260,184,159
285.0,20.0,0.0,0.06987204213475773,0.03960205483849005,0.4332203034496672,31320,6623,0.05856539292526401,0.0010836577533859522,0.010222991456107756,0.033403694315870563,0.000753449546722786,0.0054449109758966975,29589,1398,333,5916,533,174
285.0,25.0,0.0,0.04913444618002889,0.030783393795423816,0.37348650104585923,31582,6513,0.03730636206644849,0.0018114442323409886,0.010016639881239416,0.024462754179853625,0.000985159715105736,0.005335479900464457,29820,1423,339,5787,549,177
285.0,30.0,0.0,0.02639597101075606,0.013233193022506515,0.4986661783681252,31939,6454,0.013778760848799169,0.0029299121216818562,0.009687298040275035,0.006737325238710545,0.0013348763666498388,0.00516099141714613,30171,1422,346,5734,540,180
285.0,35.0,0.0,0.022777101956416176,0.011024238909219183,0.5159946629595817,32260,6413,0.00911428956139354,0.00441618229532483,0.009246630099697808,0.004270347673881608,0.0018295974991234033,0.004924293736214171,30478,1423,359,5697,542,174
285.0,40.0,0.0,0.023981775268896142,0.012520679863191716,0.47790854835376706,32398,6314,0.00904248672180196,0.006230122135208682,0.008709166411885499,0.005445111311457263,0.0024371858419837797,0.004638382709750673,30607,1416,375,5595,544,175
285.0,45.0,0.0,0.023673463560478,0.010255023377378492,0.566813561049897,32550,6208,0.00726016338496723,0.008321689816780784,0.008091610358729986,0.0027965029784185447,0.0031409662253444087,0.004317554173615539,30743,1427,380,5482,550,176
285.0,50.0,0.0,0.02287978728730574,0.009459242519053553,0.5865677245914882,32923,6108,0.004841281464121373,0.010626981655486655,0.007411524167697713,0.0015906058544204547,0.003913530006300006,0.003955106658333094,31126,1415,382,5399,534,175
285.0,55.0,0.0,0.02995697416213855,0.011775389821894421,0.6069232573970412,32943,6115,0.010194135649940757,0.01307594214012316,0.0066868963720746345,0.00351611835963487,0.00467703320313881,0.0035822382591207402,31153,1406,384,5429,516,170
285.0,60.0,0.0,0.03445135306639966,0.016741772749834734,0.5140460022697061,33069,6024,0.012919636284499353,0.015596204730829474,0.005935512051070834,0.00804370042753331,0.005510551997006395,0.003187520325295031,31274,1406,389,5357,500,167
285.0,65.0,0.0,0.028973897796221473,0.010747458213072134,0.629064122174348,33063,5826,0.005684367778874825,0.018114997110119192,0.005174532907227455,0.001622891934426173,0.006336539360810517,0.0027880269178354447,31268,1405,390,5195,469,162
285.0,70.0,0.0,0.043578594820000906,0.010049681415532925,0.7693895028730824,32950,5706,0.018597155968738642,0.02056123715598841,0.004420201695273858,0.0005175983016577944,0.007140869220613083,0.0023912138932620478,31165,1391,394,5095,453,158
285.0,75.0,0.0,0.20841570169687862,0.010072458825696625,0.9516713052630454,32638,5496,0.1818610743444485,0.022867020887335908,0.0036876064650942,0.00032956732391666244,0.007744654018692954,0.001998237483087007,30878,1366,394,4913,434,149
285.0,80.0,0.0,0.07865137458715747,0.010314275267098242,0.8688608390986418,32831,5248,0.05069262939195745,0.0249683382457338,0.002990406949466216,0.0002600526992719217,0.008423177809400707,0.0016310447584256134,31081,1355,395,4671,435,142
285.0,85.0,0.0,0.03565160049563739,0.010531298057475031,0.7046051815047203,32886,5084,0.006506641917624041,0.02680409433753811,0.002340864240475243,0.0002318192003897556,0.009012527909511861,0.0012869509475734139,31150,1339,397,4542,417,125
285.0,90.0,0.0,0.033536927772301495,0.01067381526174051,0.6817294853538693,32844,4962,0.0034737669881136357,0.028313365881474827,0.0017497949027130298,0.000205106536102402,0.009495137455855809,0.0009735712697822986,31112,1335,397,4449,402,111
290.0,-90.0,0.0,0.06203144555851509,0.01105523651729044,0.8217801242941875,32715,5313,0.033289034362513126,0.02835226475134554,0.0003901464446564222,0.0038152679151183095,0.0069736701279742765,0.00026629847419785274,31136,1378,201,4932,314,67
290.0,-85.0,0.0,0.052367968635878136,0.012171816235790571,0.7675713503339623,32563,5127,0.022530402408692838,0.029465366130300933,0.0003722000968843672,0.0032302247947667826,0.008683033728034294,0.0002585577129894945,30979,1383,201,4740,323,64
290.0,-80.0,0.0,0.039253181276393025,0.012212342061020157,0.688882743667844,32358,5025,0.008783899314592933,0.030119324114887387,0.0003499578469127033,0.002528895907261774,0.009455156722553733,0.00022828943120465028,30799,1360,199,4642,329,54
290.0,-75.0,0.0,0.04101703957610193,0.01335367360076891,0.6744359481138843,31962,4928,0.010430917870663822,0.030262693840628123,0.00032342786480998436,0.0036568043549556764,0.009507086096587557,0.0001897831492256759,30405,1360,197,4534,362,32
290.0,-70.0,0.0,0.04363045702955701,0.0130059062401484,0.7019076322914133,32460,5405,0.013059306968313877,0.029916730114300558,0.0006544199469425677,0.003141447682069489,0.009492440194516331,0.00037201836356257924,30604,1453,403,4930,404,71
290.0,-65.0,0.0,0.037004517731180346,0.011319873286177558,0.694094830031001,32393,5586,0.006687578412564602,0.02908923355219112,0.001227705766424626,0.0013637648368072864,0.0092495025997615,0.0007066058496087707,30537,1453,403,5080,399,107
290.0,-60.0,0.0,0.03494193196006212,0.011870261353198694,0.6602860606916026,32349,5834,0.005260486102390266,0.027816988735379626,0.0018644571222922331,0.0019430462168233556,0.008882531212462503,0.001044683923912834,30496,1452,401,5308,408,118
290.0,-55.0,0.0,0.060807430356553546,0.03964945671539498,0.34795046455828826,32235,6009,0.03208054210888901,0.026169197064939025,0.0025576911827255118,0.029857527002836188,0.008383231602273541,0.001408698110285253,30411,1427,397,5478,403,128
290.0,-50.0,0.0,0.050474408684258815,0.028417206728413212,0.43699772876634935,32375,6194,0.02296182825155296,0.024213931369148983,0.0032986490635568714,0.018824478105152774,0.007790787621497375,0.0018019410017630622,30531,1449,395,5628,420,146
290.0,-45.0,0.0,0.04750052973913278,0.01863476364525109,0.6076935615751871,32365,6318,0.021407439380473018,0.02201621817476556,0.004076872183894199,0.009302296812236389,0.007121872034635697,0.0022105947983790063,30500,1471,394,5735,428,155
290.0,-40.0,0.0,0.10480082587555015,0.020093667800512884,0.8082680395632197,32293,6471,0.08028018803276689,0.01964020994747291,0.004880427895310346,0.010879384388359649,0.006584883940730257,0.0026293994714229794,30442,1460,391,5880,433,158
290.0,-35.0,0.0,0.04284209489014111,0.018648692191231667,0.5647110105364355,32276,6586,0.01999439747111585,0.01715189491519903,0.005695802503826232,0.009627266745928675,0.005954829612219382,0.0030665958330836117,30426,1460,390,5976,443,167
290.0,-30.0,0.0,0.05939832459604863,0.022689313460215774,0.6180142518409494,32246,6716,0.03826950909297555,0.014620684887643554,0.006508130615429527,0.014058214010254772,0.005137730795486932,0.003493368654474072,30383,1474,389,6075,472,169
290.0,-25.0,0.0,0.02636100975823793,0.009999935957163204,0.6206542902235306,32326,6788,0.006940873745889692,0.012118565576165002,0.007301570436183234,0.0017629300334496877,0.00432562586272503,0.003911380060988487,30459,1481,386,6128,483,177
290.0,-20.0,0.0,0.048860184401514184,0.015603459301705357,0.6806508306746832,32267,6875,0.031082209067171813,0.009718542573914753,0.008059432760427615,0.007749817600253081,0.0035424185469058104,0.004311223154546465,30399,1487,381,6214,478,183
290.0,-15.0,0.0,0.04333583765667469,0.017130006122572573,0.6047150107427502,32153,6932,0.027078983338546678,0.0074925330535860115,0.008764321264542001,0.009595129587752101,0.002849983895605192,0.00468489263921528,30288,1487,378,6254,490,188
290.0,-10.0,0.0,0.029633703543921704,0.01080885180810676,0.6352514024416023,32064,7105,0.014729044166717435,0.005505965025160358,0.00939869435204391,0.003579594017185169,0.0022125796942228564,0.005016678096698733,30196,1502,366,6408,515,182
290.0,-5.0,0.0,0.03535300099168054,0.013081819631546941,0.6299657945693089,31842,7150,0.021588829762047745,0.00381846182750077,0.009945709402132026,0.006118779483113434,0.0016598763541014147,0.005303163794332094,29979,1505,358,6474,495,181
290.0,0.0,0.0,0.04459495867513405,0.017768470870058065,0.6015587546678076,31724,7169,0.03171331459347356,0.002492700097658931,0.010388943984001555,0.010994764340228126,0.001236514720385987,0.005537191809443953,29853,1522,349,6516,471,182
290.0,5.0,0.0,0.07373416761471298,0.026678643344675235,0.6381780088156612,31463,7180,0.06143729097641394,0.001582405700506509,0.010714470937792528,0.01998943839533338,0.000980337557539695,0.005708867391802161,29618,1504,341,6565,434,181
290.0,10.0,0.0,0.12776703507249876,0.0487833002328605,0.6181855499332873,30635,6824,0.11575320935596467,0.0011021303170643086,0.010911695399469781,0.042085767232090024,0.0008831415226691615,0.005814391478101317,28908,1397,330,6257,387,180
290.0,15.0,0.0,0.21987361552667087,0.1000159976860801,0.5451205118608327,21981,4604,0.20782198004056968,0.0010770006098961048,0.010974634876205099,0.09326953226468337,0.0008987926129227913,0.005847672808473937,21059,631,291,4255,189,160
290.0,20.0,0.0,0.1278766098131422,0.06679089347252351,0.4776926478570185,31113,6688,0.11568040258800161,0.0012967192452596767,0.010899487979880905,0.06002828999778795,0.0009551560505347762,0.005807447424200783,29390,1395,328,5980,533,175
290.0,25.0,0.0,0.07539731407440416,0.043493812789354366,0.4231384324057822,31403,6476,0.06276033793112344,0.0019463532271289498,0.010690622916151762,0.03668141066167111,0.0011157128898827882,0.005696689237800465,29652,1414,337,5748,550,178
290.0,30.0,0.0,0.03920432040197637,0.018118253476069636,0.5378505917129415,31839,6438,0.02584038791317888,0.003009068658424956,0.01035486383037253,0.011182059187999058,0.0014176118253861297,0.005518582462684446,30081,1417,341,5723,539,176
290.0,35.0,0.0,0.029346320283078226,0.01247403041189685,0.574937154247251,31914,6361,0.014973452732273972,0.004469080320868315,0.009903787229935939,0.0053109576400559326,0.0018850677739034268,0.0052780049979374915,30163,1398,353,5644,542,175
290.0,40.0,0.0,0.02979540402771318,0.013193281926503337,0.5572041273804491,32001,6249,0.01416929851249684,0.00627396571804685,0.009352139797169489,0.005728057118862656,0.002481024001267966,0.004984200806372715,30249,1389,363,5534,543,172
290.0,45.0,0.0,0.030815482336413815,0.01561817055266634,0.4931713097279423,32212,6173,0.013737689651790431,0.00836116317681387,0.008716629507809513,0.007792917289293505,0.0031764747188702926,0.004648778544502543,30435,1401,376,5456,541,176
290.0,50.0,0.0,0.028996038081772705,0.011419166375482626,0.6061818396265363,32226,5973,0.010317427038750684,0.010663506533059034,0.008015104509962987,0.003193461464766826,0.003947883791471855,0.004277821119243944,30447,1399,380,5263,534,176
290.0,55.0,0.0,0.027536231006425025,0.011081922917305918,0.5975512075447009,32504,5896,0.007160829375134101,0.013110177097034506,0.0072652245342564176,0.0024834372873771817,0.004709190504986841,0.003889295124941896,30726,1397,381,5211,515,170
290.0,60.0,0.0,0.031095444667585515,0.01337211082901094,0.569965601972874,32639,5895,0.00898252536535399,0.015628427709556646,0.006484491592674876,0.004352135225873312,0.00554070161574207,0.003479273987395557,30863,1390,386,5231,500,164
290.0,65.0,0.0,0.03984276718202642,0.01642208828100931,0.5878276173443715,32849,5855,0.016007810044215854,0.01814518111301626,0.005689776024794311,0.006996230345011118,0.006364078969563432,0.003061778966434762,31070,1388,391,5232,461,162
290.0,70.0,0.0,0.03350317997623656,0.010816417005828282,0.6771525266108993,32788,5632,0.008017011645162792,0.020589188213278316,0.00489698011779545,0.0010047825147806943,0.007166968470411246,0.002644666020636342,31024,1372,392,5019,454,159
290.0,75.0,0.0,0.05060856491325573,0.010428100199517544,0.7939459414154194,32681,5427,0.023595608544519704,0.02289231246418704,0.004120643904548984,0.00042361464491766577,0.007769170397302561,0.002235315157297317,30900,1388,393,4831,445,151
290.0,80.0,0.0,0.0651567920388916,0.010575340982977435,0.8376939586487762,32766,5248,0.03679223417558916,0.02499044560531137,0.0033741122579910706,0.0002900866990595581,0.008443091913520072,0.0018421623703978045,30982,1390,394,4675,430,143
290.0,85.0,0.0,0.040180214125419285,0.010752597249334745,0.7323907429718671,32648,5053,0.010688293437890673,0.026822789581594234,0.002669131105934378,0.0002595468081720674,0.009030337862996224,0.001462712578166453,30887,1366,395,4500,421,132
290.0,90.0,0.0,0.034456281287420024,0.010842376759553317,0.685329456504296,32524,4875,0.004112026427343103,0.02832836054374141,0.002015894316335513,0.00021816564169204654,0.009509475239268088,0.001114735878593183,30772,1355,397,4354,407,114
295.0,-90.0,0.0,0.06734699823317818,0.01100219278632127,0.8366342513406768,32564,5273,0.03856249673266745,0.02837563537165468,0.0004088661288560395,0.0030282616215022854,0.007673511782601254,0.00030041938221772943,30964,1397,203,4885,318,70
295.0,-85.0,0.0,0.040344793548837736,0.011421927754371477,0.7168921501470783,32471,5104,0.010478667047568578,0.02948131173794469,0.0003848147633244646,0.002370011620185767,0.008784178881105973,0.0002677372530797358,30858,1411,202,4719,325,60
295.0,-80.0,0.0,0.03845000736960874,0.012260375730330203,0.6811346324989024,32252,4961,0.007965237706151942,0.030128078948134834,0.00035669071532195786,0.0025373657277739424,0.009491962464782337,0.00023104753777392466,30672,1381,199,4580,329,52
295.0,-75.0,0.0,0.043818018928926526,0.013497462391405956,0.6919654808379393,32002,4904,0.013228584943844872,0.030264783661564352,0.0003246503235172974,0.0037071954894314233,0.009599084791089337,0.0001911821108851967,30440,1363,199,4502,369,33
295.0,-70.0,0.0,0.04378553690867439,0.012430903349094089,0.7160956738974831,32387,5410,0.013166755316543684,0.029919321588734556,0.0006994600033961484,0.002540104386856301,0.009494733178860895,0.0003960657833768942,30541,1443,403,4940,399,71
295.0,-65.0,0.0,0.035967612702995484,0.01160625106375468,0.6773138334313726,32351,5507,0.005537064897834839,0.02909560373582224,0.001334944069338405,0.0015969435707480924,0.009255380243349884,0.0007539272496567036,30496,1449,406,5005,398,104
295.0,-60.0,0.0,0.04646152429052069,0.017753421337292196,0.6178898215589896,32407,5800,0.01660865527529604,0.02782653775905152,0.002026331256173124,0.007731804029045877,0.008891002280683402,0.0011306150275629148,30570,1436,401,5280,401,119
295.0,-55.0,0.0,0.0436820610848257,0.021894224805166836,0.4987822400904873,32338,5860,0.014733444749428792,0.02618137063285056,0.002767245702546347,0.011962010555482412,0.008412220874122214,0.0015199933755622105,30478,1460,400,5323,408,129
295.0,-50.0,0.0,0.04691671599571209,0.02435237468237006,0.4809446022480405,32055,6051,0.019138763500273985,0.024228455537571053,0.003549496957867048,0.014604162900962166,0.007804760641176108,0.0019434511402317825,30206,1451,398,5491,418,142
295.0,-45.0,0.0,0.04082225208243806,0.015010635158992968,0.6322928208693654,32073,6245,0.014425988642986403,0.02203295705521955,0.0043633063842321105,0.005509159323329223,0.007134375875676027,0.0023670999599877175,30212,1467,394,5670,423,152
295.0,-40.0,0.0,0.06333969258080961,0.018190464272530727,0.7128109794766829,32032,6418,0.03848384449320586,0.019658727586231516,0.00519712050137223,0.00879174471336383,0.006591600385352617,0.00280711917381428,30161,1478,393,5825,434,159
295.0,-35.0,0.0,0.04033529907157295,0.018569727647620864,0.5396159672779463,32065,6475,0.017125334252044676,0.017172008499370353,0.006037956320157919,0.009346084745017774,0.005973827585590551,0.0032498153170125383,30189,1488,388,5863,446,166
295.0,-30.0,0.0,0.03208081036084934,0.012139559032777794,0.6215943769427774,32112,6489,0.010566891771764505,0.014642317023975539,0.006871601565109292,0.003298373212069456,0.005154916506412347,0.003686269314295991,30226,1498,388,5867,455,167
295.0,-25.0,0.0,0.029201698743925114,0.010958711082723381,0.6247235073951599,32061,6615,0.009377236766039881,0.012141686768323088,0.007682775209562144,0.0025009790844120567,0.004345777137060552,0.004111954861250773,30184,1494,383,5963,479,173
295.0,-20.0,0.0,0.04351395032701328,0.014371069276819456,0.6697365059062919,31992,6703,0.025315541948951515,0.009743117695360888,0.008455290682700881,0.006287117452412418,0.003567035380581771,0.004516916443825267,30117,1494,381,6043,485,175
295.0,-15.0,0.0,0.03288871096616585,0.012462806088689233,0.6210612783970068,31912,6763,0.016198009524238693,0.007518360702145286,0.009172340739781869,0.004682986246158443,0.0028816626076220804,0.00489815723490871,30052,1493,367,6091,493,179
295.0,-10.0,0.0,0.05745511824254415,0.01284920369664002,0.7763610259681706,31884,6945,0.04210165786323057,0.005536387928781536,0.009817072450532045,0.005367605187216549,0.00224592505710999,0.005235673452313481,30018,1501,365,6256,511,178
295.0,-5.0,0.0,0.09307148194981599,0.03952263505872243,0.5753518238805633,31669,6982,0.07883184757652084,0.003867277533181888,0.010372356840113256,0.032286435520458824,0.0017099076703461786,0.00552629186791743,29802,1507,360,6314,492,176
295.0,0.0,0.0,0.06620062409961525,0.028168942237529433,0.5744912888563969,31609,6964,0.05278551813796152,0.0025925271850929287,0.010822578776560798,0.021073354365913708,0.001333346034670324,0.0057622418369454005,29758,1508,343,6316,471,177
295.0,5.0,0.0,0.1558782455262489,0.06430692982859058,0.5874541080989926,31262,6988,0.14290905525007155,0.00181517124179417,0.011154019034383175,0.05716841052676276,0.00120027772682707,0.005938241575000746,29444,1484,334,6390,423,175
295.0,10.0,0.0,0.4624228858017915,0.20255861664153701,0.5619623879767062,30505,6737,0.4494625580551807,0.0016042168178434717,0.011356110928767295,0.19516768557553293,0.0013446031108427106,0.006046327955161353,28776,1399,330,6173,388,176
295.0,15.0,0.0,0.8782230830600597,0.40327929736899343,0.5408008453116302,21826,4617,0.8650220748225184,0.0017780678154278536,0.011422940422113453,0.39565395487398186,0.0015436922790909027,0.006081650215920646,20916,621,289,4272,189,156
295.0,20.0,0.0,0.4649107555695363,0.2208566928960316,0.5249481965082259,30862,6703,0.4517555783351441,0.0018044380414209101,0.011350739192971315,0.21338965076260472,0.0014239983452769519,0.006043043788149944,29153,1385,324,5989,543,171
295.0,25.0,0.0,0.15971535531764575,0.08059231814402751,0.49540031399145334,31250,6418,0.14639018505760099,0.0021813414698609477,0.011143828790183807,0.07332390869826952,0.0013349664578630252,0.0059334429878949765,29505,1410,335,5693,551,174
295.0,30.0,0.0,0.060876418720179445,0.02907576247265603,0.522380536110316,31503,6324,0.04695732343633023,0.003110296148394768,0.010808799135454444,0.02180547424248168,0.0015154741236607383,0.0057548141065136135,29751,1409,343,5615,538,171
295.0,35.0,0.0,0.037503292754403145,0.016007908388899275,0.5731599224172166,31822,6220,0.022624352573080344,0.004521993859096741,0.010356946322226062,0.008556240096541587,0.0019366068449391022,0.005515061447418588,30077,1398,347,5508,541,171
295.0,40.0,0.0,0.028661276143966925,0.012559369114471492,0.5618000729840082,31912,6120,0.01254810145387168,0.006310468389160891,0.009802706300934352,0.00482255491295879,0.0025164749925882437,0.005220339208924459,30151,1406,355,5408,543,169
295.0,45.0,0.0,0.031921901545116954,0.014355300113554528,0.5502993424979585,31856,6138,0.014367942488202246,0.008391683515734693,0.009162275541180012,0.006273734836174792,0.003205524131832043,0.004876041145547693,30089,1403,364,5428,541,169
295.0,50.0,0.0,0.02696514724034576,0.011459938429678697,0.5750092396108959,32007,6045,0.007820722568534107,0.010691366223007735,0.008453058448803917,0.0029814861953495263,0.003969554258288696,0.004508897976040474,30224,1406,377,5348,526,171
295.0,55.0,0.0,0.02829989569962517,0.010964900760439916,0.6125462483388182,32017,5894,0.007470876359893895,0.013136402245457163,0.007692617094274112,0.0021258472707543314,0.004733610808664586,0.004105442681020997,30245,1391,381,5213,515,166
295.0,60.0,0.0,0.035918277776141004,0.013546929545001458,0.6228402255411001,32270,5786,0.013367131668263837,0.01565341348181258,0.0068977326260645875,0.004287194056402529,0.005562220122782901,0.0036975153658160287,30504,1378,388,5135,492,159
295.0,65.0,0.0,0.03920599930118926,0.01409825297724317,0.6404057228859992,32435,5747,0.014952437317763884,0.018168884918474553,0.00608467706495082,0.004442985868333082,0.006385819005405117,0.003269448103504972,30669,1378,388,5130,460,157
295.0,70.0,0.0,0.039242086635783116,0.01431318592270137,0.6352593057666355,32437,5515,0.013362136936395352,0.020611326887460542,0.005268622811927222,0.004285864619068074,0.007187105078148609,0.0028402162254846865,30662,1385,390,4907,454,154
295.0,75.0,0.0,0.035651415701406425,0.010900118194401887,0.6942584752960628,32465,5230,0.008275166070423891,0.022912581217877166,0.004463668413105368,0.0006970551015896187,0.0077872659965197025,0.002415797096292567,30699,1374,392,4647,439,144
295.0,80.0,0.0,0.03915967815631844,0.010818557901735084,0.723732205904519,32556,5130,0.010468460158791824,0.025008658529281476,0.003682559468245138,0.00035390995370496387,0.008459926924338626,0.0020047210236914938,30786,1376,394,4560,430,140
295.0,85.0,0.0,0.03993172346590762,0.01092782569671106,0.7263372389613767,32517,5017,0.010156618105480955,0.02683854162681965,0.002936563733607019,0.00027220181728847324,0.009044915980736612,0.0016107078986859755,30756,1366,395,4469,423,125
295.0,90.0,0.0,0.03630432820265033,0.01104337661077356,0.695811018754305,32525,4862,0.0057280041485692455,0.028341077179201007,0.0022352468748800727,0.00028210195974130427,0.00952123750635727,0.0012400371446749858,30756,1374,395,4338,407,117
300.0,-90.0,0.0,0.040963093052948,0.010138231612308275,0.7525032692427835,32488,5211,0.012143532265147167,0.028395059784535673,0.00042450100326516297,0.002026925702037641,0.007800088907913281,0.00031121700235735273,30886,1399,203,4826,316,69
300.0,-85.0,0.0,0.03634536100765887,0.011013980394453718,0.6969632412749237,32582,5039,0.006455802684975476,0.029494426193008152,0.000395132129675242,0.0019245587794460882,0.008821960373857796,0.00026746124114983516,30984,1396,202,4657,321,61
300.0,-80.0,0.0,0.04122121743240389,0.013599447608911056,0.6700862212230402,32288,4919,0.010723854063624924,0.03013530348786741,0.00036205988091155515,0.0039029923615369255,0.009468511256319763,0.0002279439910543673,30707,1379,202,4541,330,48
300.0,-75.0,0.0,0.04700533202408709,0.012863176258810418,0.726346444011524,31801,4881,0.016413336951374903,0.030266544091268104,0.00032545098144408184,0.003102547202414994,0.009569646742522735,0.00019098231387268882,30248,1351,202,4487,363,31
300.0,-70.0,0.0,0.03838984505284679,0.011689315078671145,0.6955102303075243,32396,5362,0.00773482054334023,0.02992148351197199,0.0007335409975345682,0.0017851173270102313,0.009496626542109369,0.0004075712095515454,30559,1431,406,4898,394,70
